Date,Gas_Consumption(Nm3),Online_hours,Grate_Feed(ton),Grate_Speed(rpm),Depth(mm),EP1_Temp(deg),EP2_Temp(deg),Grate_Zoon3_Temp(deg),Grate_Zoon4_Temp(deg),Amb_Temp(deg),KL1_Speed(rpm),AN1_Speed(rpm),730FN1_Damper,730FN1_Amp,AN1_Zoon3_Temp(deg)
6/30/2019,179236,24,12603.14,5.749866436,133.8505375,118.0580669,104.3680827,791.7553098,837.5502563,36.3384788,1.69973704,1.664913914,37.89513889,184.2880196,198.4233987
7/1/2019,172876,24,12181.13,5.641390741,129.9646127,123.1281408,106.5203833,787.1659901,847.1187999,38.00766788,1.699705754,1.616117993,37.19930556,182.6078546,206.9815587
7/2/2019,164628,23.93333333,11057,5.359698984,123.9318716,129.9742978,109.7983012,741.9724475,817.8569209,37.93677497,1.679777944,1.46438159,34.74305556,177.4385664,149.9603264
7/3/2019,170564,24,11179.55,5.146161917,136.809087,121.6815474,105.6243164,765.4188972,837.0162052,34.07046332,1.686459434,1.453430669,32.78194444,176.7700337,171.8179854
7/4/2019,169048,24,11327.45,5.374297659,132.4074424,126.0592715,108.9254025,767.0014998,815.1019574,34.33494006,1.699771901,1.492365794,34.00486111,179.6489596,158.8733597
7/5/2019,170748,24,12120.9,5.559874159,133.9419665,121.4696569,107.0190357,782.0752518,802.7672619,37.1385185,1.699770929,1.591732074,35.79444444,181.0369417,185.0665517
7/6/2019,181944,24,12738.97,5.715267589,138.2187312,118.0410469,103.0788987,786.2051946,810.0433747,37.3316069,1.699845407,1.672779013,37.91666667,184.7939866,195.4664546
7/7/2019,186588,24,12803.71,5.791122953,135.2962172,115.5134885,102.4656198,782.7090464,810.4768601,37.50105343,1.703147003,1.693071258,37.56180556,183.767471,197.6126733
7/8/2019,175568,24,12472.32,5.656728102,134.871868,117.6795798,104.9896878,784.0234856,821.6606253,38.31567601,1.699927805,1.627526165,37.74375,184.1689992,178.4544468
7/9/2019,182864,23.8,12816.3,5.754365088,136.1596742,114.0412122,103.2096428,786.5033819,856.5548685,36.97925203,1.699971726,1.688417054,37.55833333,183.5924779,175.4017468
7/10/2019,176472,23.96666667,12431.23,5.689038134,129.6582511,123.1090893,105.7469358,754.8938224,829.279371,37.51343278,1.700100618,1.625197201,37.37152778,182.9234906,161.056841
7/11/2019,181600,24,12329.63,5.664810482,131.998125,120.8974722,103.0247006,753.7066456,857.7821648,36.34463491,1.700039157,1.603583895,37.57152778,184.2022035,170.5956846
7/12/2019,176576,22.88333333,11905.53,5.47702427,132.7534563,121.2583383,104.3143774,744.922955,841.6892654,35.41377282,1.700072074,1.54913168,36.43194444,182.29077,149.6725138
7/13/2019,170448,23.53333333,12006.02,5.419311825,134.790496,123.0941737,106.2254111,752.8364227,825.4726549,39.05055498,1.700323669,1.566513332,36.43819444,180.698487,153.5634532
7/14/2019,166536,24,12247.02,5.439066786,136.2592419,118.466799,105.6620634,761.7567715,813.521864,38.51185906,1.700313879,1.60338682,35.97222222,179.6697108,176.5740317
7/15/2019,172952,24,12600.08,5.412225886,142.1674151,110.0726428,102.2762776,779.8881643,820.4520208,37.99381959,1.700241656,1.651584425,36.7,180.9297372,201.5657452
7/16/2019,180760,21.55,11144.52,5.009174543,133.7930783,112.4920941,103.6167478,732.3237203,835.6835026,39.89311964,1.697207003,1.503500778,33.371875,173.6739201,194.7440085
7/17/2019,176880,24,12093.2,5.28689159,142.3550985,110.7364895,102.8173117,765.7918921,857.1890706,38.12652627,1.682476901,1.562324173,36.84618056,182.7472026,183.6083611
7/18/2019,183888,24,12803.1,5.738905116,138.9821299,113.2402058,102.992135,803.5733458,868.2770025,36.28568678,1.699943045,1.671130093,38.05277778,185.9235297,176.748509
7/19/2019,175824,24,12625.51,5.527602023,142.5075937,117.0047718,103.2300683,785.7044968,873.9468976,36.57000604,1.684681728,1.663223931,38.00069444,185.9113672,155.3388933
