Date,Moisture_600,Blaine_After_HPGR,Tfe_Before_Mixer,FeO_Before_Mixer,Online_hours,Grate_Feed(ton),Grate_Speed(rpm),Depth(mm),EP1_Temp(deg),EP2_Temp(deg),Grate_Zoon3_Temp(deg),Grate_Zoon4_Temp(deg),Amb_Temp(deg),KL1_Speed(rpm),AN1_Speed(rpm),730FN1_Damper,730FN1_Amp,AN1_Zoon3_Temp(deg),Gas_Consumption(Nm3)
7/29/2019,8.881944444,2090.583333,66.61333333,23.71333333,24,12803.7,5.719484336,135.8307566,114.6175742,103.9311435,796.1607025,839.0419158,38.14314422,1.67576586,1.687645947,37.30694444,183.1422259,190.8233091,172784
7/30/2019,8.908333333,2070,66.61666667,23.32333333,24,12740.4,5.5239888,141.034787,122.0971524,103.8728705,796.0068783,856.098702,37.20380835,1.679923986,1.678528604,37.48125,184.3406755,179.9425508,172976
7/31/2019,8.854166667,2086,66.57,22.68666667,24,12889.45,5.518466887,144.8002591,117.4557554,103.3279418,803.5121077,880.4292391,36.53119508,1.674576452,1.679270417,37.65833333,185.0184724,180.1451462,179528
8/1/2019,8.897222222,2084.5,66.63333333,22.18,24,12751.42,5.431384035,147.2542259,115.8544546,105.1104755,799.5854764,891.9747618,37.25496916,1.680116835,1.645341481,37.62986111,184.2319292,176.5480437,180840
8/2/2019,8.858333333,2096.818182,66.42333333,22.49666667,24,12962.89,5.598238706,143.1822171,111.808903,102.9947165,809.5731678,889.5386814,37.3979028,1.680159158,1.691618566,37.58402778,184.7415018,186.8879279,184568
8/3/2019,8.933333333,2116.727273,66.57,22.37666667,23.88333333,12521.07,5.551346937,138.5553636,114.2566411,103.4627011,776.0489696,880.4388969,38.56232375,1.68019961,1.654119944,37.57430556,183.8063849,154.077942,178728
8/4/2019,9.040625,2069.636364,66.43333333,21.72,23.8,12500.82,5.539752232,135.4010646,114.2637811,103.4263497,763.3207089,858.2340438,39.44528241,1.681162007,1.642445435,37.37847222,182.5593304,160.2307663,176160
8/5/2019,8.990277778,2040.75,66.67666667,22.07,22.21666667,11404.28,5.030987129,143.4759394,117.8954155,106.7476311,740.0597764,881.3953484,37.4944588,1.66553166,1.473618944,33.58194444,173.8600169,168.0595982,180592
8/6/2019,8.825757576,2034.083333,66.8,23.08,23.93333333,13042.17,5.780098506,138.5233951,114.1765791,102.9351682,808.1949214,878.5156808,37.39486052,1.680351451,1.693190127,36.48611111,181.2060698,191.2405001,181392
8/7/2019,8.945833333,2031.25,66.87666667,23.20333333,24,12669.53,5.500556012,142.5325752,117.9540832,104.4347898,790.9931723,861.085229,38.07917049,1.680334264,1.642865647,36.78541667,181.5045581,151.2789552,173200
8/8/2019,9.173684211,2173.333333,66.79,22.4,24,12924.86,5.598528284,143.8101988,115.9999654,101.5310078,790.2018909,866.4604971,36.55419322,1.690238603,1.663688829,36.93472222,183.8555976,152.0645935,175960
8/10/2019,8.976388889,2152.1,67.05666667,22.98,24,12949.42,5.693144479,140.9586577,114.6876862,100.8236754,810.1683074,901.2172878,33.76136274,1.680864959,1.616330062,37.06597222,185.1478461,174.2499862,188088
8/11/2019,9.136111111,2030.909091,67.00666667,23.00333333,24,12907.96,5.614006164,145.0865056,117.9320816,102.4590042,814.5651055,907.0475366,33.73294348,1.680658431,1.637260245,37.12847222,184.6842511,163.9207104,180608
8/12/2019,9.236111111,2150.222222,66.99,22.84333333,24,12405.51,5.532384041,140.9040538,119.5802818,101.8777561,750.7657998,880.7321884,34.40669065,1.680681207,1.719259475,36.10277778,183.2211854,167.0690226,183408
8/13/2019,8.952777778,2124.583333,67.16,23.33,23.88333333,12888.54,5.703962587,141.1864329,113.1236811,100.3392654,801.3727908,900.4240536,32.6403971,1.680609229,1.664653186,35.72152778,183.5133473,169.2277397,185480
8/14/2019,8.979166667,2113,67.17666667,23.13333333,24,12978.88,5.757162001,143.1148779,113.7889075,101.2214086,807.6157908,883.123749,32.42375732,1.688805027,1.698416677,35.86944444,184.5519434,157.5145278,183520
8/15/2019,8.870833333,2117.916667,67.39333333,23.24666667,24,12966.57,5.71662613,142.1921641,113.9292143,100.4890772,795.8126696,882.9769096,31.26349955,1.680354957,1.669204361,37.25902778,188.2111892,152.3192973,180424
8/16/2019,8.752777778,2042.363636,67.41333333,22.92666667,24,12887,5.647033924,140.8290659,116.4138311,101.9147373,784.1272477,1067.232333,32.33001447,1.680209716,1.691532817,37.69583333,189.1312413,141.5737933,174696
8/17/2019,8.869444444,2002.545455,67.05666667,22.62666667,23.73333333,12656.08,5.506874138,141.2653959,115.559752,100.7927382,772.7883568,865.6033219,32.1529961,1.680171174,1.652288007,36.89097222,187.0724495,152.4487392,176128
8/18/2019,8.933333333,2026.166667,66.85,22.65666667,23.85,12378.24,5.368506898,142.9552525,116.4946722,101.301458,769.8092369,928.0943556,32.13664941,1.680457283,1.594137303,36.38055556,185.0678492,164.3559634,178720
8/19/2019,8.873611111,1979.25,66.78666667,23.30333333,23.95,12872.12,5.559245533,143.1845894,116.1752246,99.86942127,792.9286111,933.0193026,32.70116178,1.680538188,1.650861927,36.38888889,185.9276877,166.6267074,181672
8/20/2019,8.8875,1862.1,67.11333333,23.54333333,23.95,12601.72,5.493306531,141.4656823,122.4474582,103.3203697,761.7586792,855.9535979,33.47833646,1.680373501,1.624480762,36.87638889,187.0462131,134.2972955,172944
8/21/2019,8.790909091,1923,66.95666667,22.37,24,13171.65,5.688716885,143.6202115,113.8673866,100.2931707,798.1929643,856.0711367,32.13777462,1.680485929,1.721229049,36.82986111,187.4824526,156.3398587,177984
8/22/2019,9.372222222,1923,66.92,22.82333333,23.8,11412.84,5.208122568,135.7670818,127.7033519,103.0484094,718.5494391,871.1253385,30.95229101,1.680230063,1.510686031,34.81805556,182.8224549,128.4948458,180840
8/23/2019,9.372222222,1923,66.92,22.82333333,23.91666667,11956.57,5.776573886,129.1371638,119.8021321,100.7912344,762.8868925,911.6549656,31.00719585,1.679865825,1.56624724,35.48472222,183.7117444,163.0268391,186240
9/28/2019,8.966666667,2053.818182,66.60333333,22.03,23.41666667,11586.09,4.994220854,134.0468917,195.5685673,91.91974704,746.6934336,998.2450942,31.22540928,1.660730337,1.573637413,34.45972222,177.7645748,167.4068776,185960
9/29/2019,8.847222222,1994.857143,66.46,21.67,24,12525.14,5.342452584,135.0359428,195.5685673,89.17201372,779.9515896,992.3560264,31.34448145,1.680673219,1.760412193,36.54444444,182.960911,153.0260709,176216
10/11/2019,9.1,2058.333333,66.69333333,21.05333333,24,12491.56,5.487999485,138.514879,195.5685673,102.1683325,837.0676097,1049.432091,25.8387838,1.684295374,1.71376614,36.92638889,185.3135757,154.5188373,201296
10/12/2019,9.086153846,2086.666667,66.78666667,21.31333333,23.65,11861.11,5.231697711,138.5830826,195.5685673,104.5270657,789.6167702,1056.22627,25.15293386,1.680516589,1.613253974,35.90208333,183.2634215,154.5188373,194424
10/13/2019,9.092957746,2014.727273,66.6,21.43666667,23.65,11896.59,5.264904489,135.8947553,195.5685673,103.4806244,806.8772784,1064.434865,25.49598054,1.680446799,1.620670608,35.31493056,181.3085454,198.4087437,193504
10/14/2019,8.991304348,2044.2,66.72,21.96666667,23.78333333,11973.21,5.331368659,142.3120251,195.5685673,101.7128221,833.7619851,1042.0623,24.9569456,1.680618881,1.674953902,35.53055556,182.6722038,180.1588369,195544
10/15/2019,8.828571429,2044.2,66.6,22.42,22.86666667,11320.59,5.059187662,142.1930829,116.3737287,102.8290671,803.8622628,1020.533927,23.35446678,1.679055375,1.589699837,34.24791667,180.6188766,164.2764839,186408
10/17/2019,9.403030303,2185.375,66.22333333,20.93,24,10275.07,4.712428423,131.7253012,106.8676122,100.3911046,722.4242895,1031.872306,23.8581484,1.560873293,1.404224023,28.5875,167.282199,153.8600187,185120
10/18/2019,9.3125,2050.25,66.56,22.19,21.48333333,10795.48,4.890860495,135.8847012,120.0213595,102.0015833,827.4828973,1013.388724,23.35730333,1.678576796,1.499048862,32.83472222,177.4319385,159.1495267,202192
10/20/2019,9.286111111,2076.5,66.49,21.24,24,12036.41,5.492850951,133.3530292,117.9248337,102.0536066,818.9339537,1025.50795,23.79218627,1.680898083,1.622156716,35.97569444,184.724597,182.8192739,204176
10/21/2019,9.341025641,1986.5,66.735,21.95,24,12343.1,5.590386058,131.6334098,115.2530076,101.1078337,831.8900837,1030.844276,24.14588615,1.684473602,1.692059482,35.76215278,184.1886072,181.6110666,205136
10/23/2019,9.106944444,1955.2,66.45666667,21.05333333,20.31666667,9730.98,4.51774421,150.2880133,124.3100094,101.1374073,728.3905546,958.055904,20.64389773,1.680550373,1.304085594,30.77708333,172.7756039,141.4584604,208720
10/24/2019,8.844444444,2006.916667,66.54,21.41333333,24,12298.32,5.75131663,137.860327,122.6965395,104.6951312,802.2690923,949.9780556,19.95284499,1.680444713,1.687575789,36.03194444,186.4628247,156.4778523,196528
10/25/2019,8.945833333,1997.1,66.55333333,21.43333333,23.7,11952.08,5.53223438,138.1760406,123.5534383,108.8954887,785.9842976,938.2930685,21.95405662,1.680780061,1.661293632,35.14027778,184.0748388,146.9102547,188424
10/26/2019,9.098611111,1964.222222,66.48,20.90666667,23.95,12135.9,5.459594196,144.7700369,109.3149276,104.1888753,821.6822048,991.8243026,19.853699,1.688290895,1.639725605,35.29097222,185.4937243,160.1802473,197112
10/27/2019,8.881944444,1939.909091,66.57666667,20.96,24,12065.77,5.482542043,139.9628925,116.4210124,105.2418492,799.0655512,965.7951562,19.68545467,1.700362907,1.65237738,36.31458333,186.7944651,124.3547924,190656
10/28/2019,8.923611111,1924.363636,66.79666667,21.54333333,24,12108.95,5.455698945,144.0296599,112.4549959,101.750706,815.1458267,954.6089569,17.02148163,1.718137179,1.669659972,35.67569444,186.8104387,144.887936,196768
10/29/2019,8.944444444,2001.25,66.87333333,20.41666667,23.9,11916.92,5.422922861,149.4348347,114.0229333,111.2533984,819.702717,953.4010476,19.52965985,1.753132107,1.637042269,35.45069444,184.0083498,170.6470302,191464
10/30/2019,9.025,1991.818182,66.70333333,20.71666667,24,12049.68,5.564055088,144.7939353,119.2449043,114.894163,792.291561,905.9131201,20.68516305,1.760268982,1.661925261,34.74097222,181.4431301,166.7971737,189848
10/31/2019,8.852307692,2008.909091,66.60333333,22.33666667,24,12206.2,5.438710425,146.4340833,115.3875062,112.3458679,782.3736442,905.6161663,21.2295018,1.760284467,1.685263308,34.28472222,180.6024005,169.6510505,186464
11/1/2019,8.977777778,1809.6,66.7,20.71666667,23.21666667,11662.58,5.221944769,148.2939735,122.7994266,111.5682461,760.6905221,915.4779873,19.29305446,1.747583497,1.584023828,33.90555556,181.1433004,150.9098828,188632
11/2/2019,8.995833333,1906,66.44,21.00333333,24,12094.87,5.53359804,143.8489633,121.5008839,112.7595687,770.2675052,913.3725811,18.55740725,1.729085094,1.636716002,34.37916667,183.1676833,141.3010434,187064
11/3/2019,9.088888889,1926.2,66.55666667,20.57,23.93333333,12118.74,5.444847684,142.9666158,118.819578,109.6386663,742.6440203,923.8506255,19.64859888,1.720531831,1.641991659,35.90902778,185.3580791,140.2267659,183752
11/4/2019,9.130555556,1918.181818,66.88333333,20.84333333,24,12427.55,5.645858317,141.7274679,113.7585356,105.1968096,743.2558303,936.3083178,19.51447237,1.720679816,1.697578985,36.77222222,187.9609318,152.2010556,187432
11/5/2019,9.140277778,1920.454545,66.84666667,20.96,24,12911.82,5.835639621,143.6162901,117.5479326,106.2812495,788.7919564,973.0471309,17.23367775,1.755140685,1.723616455,36.97430556,190.0957035,157.8909223,206536
11/6/2019,9.284848485,1882.272727,67.02666667,21.8,24,12343.35,5.68783999,142.7856596,120.8506174,108.8871597,778.6569514,987.64598,18.09199389,1.746549503,1.652127578,36.04513889,188.5220908,150.0036716,195552
11/7/2019,9.065217391,1879.5,66.60666667,20.97666667,24,12281.83,5.562578085,142.4627713,119.6356019,110.7151966,771.862135,989.7240604,18.6526285,1.739081587,1.644563425,35.41736111,186.5658405,138.2896174,191136
11/8/2019,9.154285714,1938.666667,66.75,21.60666667,24,11951.96,5.503181569,141.9940543,125.5716698,110.3975773,729.0176364,980.109617,17.98308606,1.740121553,1.604864787,34.55069444,184.5708278,128.9067971,186176
11/9/2019,9.079166667,1936.166667,66.63666667,21.62333333,24,12585.88,5.644229335,142.7806561,113.8485957,106.5971108,773.2536809,1020.713227,17.92580309,1.739870303,1.68526435,36.66388889,188.6751076,149.1457437,197448
11/10/2019,9.168055556,1968.5,66.45,21.28666667,24,12478.05,5.665604626,144.1912784,116.243035,109.3285173,778.9039582,1026.508566,16.35001341,1.739760094,1.688628575,36.02847222,189.2480648,166.8060588,198688
11/11/2019,9.061111111,1932,66.74333333,21.64333333,23.85,12558.01,5.637542668,145.343739,112.594905,108.2475652,772.3633428,1040.837167,16.19150625,1.74625065,1.675946063,36.40833333,190.6724844,166.6607117,207952
11/12/2019,9.142083333,1884.363636,67.19666667,21.67,24,12628.64,5.723128771,145.2400497,116.3323164,105.7335011,768.671893,1011.114061,16.15569946,1.739868497,1.702840491,36.83958333,192.4034619,132.3261901,194520
11/13/2019,9.209722222,1953.4,66.52333333,21.12,24,12949.99,5.820336634,143.0774995,109.2152574,103.4958358,761.793316,1014.935034,16.16504544,1.743358913,1.743151096,37.18958333,193.6840538,164.2115746,200112
11/14/2019,9.301388889,1930.909091,66.43666667,20.65,24,12895.92,5.983108865,139.6648584,113.0297936,108.4226082,783.6663994,1024.269544,15.99653839,1.743782178,1.738790542,37.61041667,195.4671785,153.3545475,212128
11/15/2019,9.319444444,2021.25,66.45333333,20.55666667,23.95,13070.25,5.80128429,145.6340631,108.63105,106.0903431,791.5025179,1022.163585,15.79480428,1.740424539,1.775610755,36.84375,193.1476475,157.1236057,209440
11/16/2019,9.234722222,2020.363636,66.58333333,21.24,24,12980.08,5.79138864,147.9091561,109.8495084,105.3710647,788.5956991,1017.515285,13.93768569,1.740603324,1.771969766,36.58263889,192.5080561,161.9667871,212360
11/17/2019,9.212676056,2021.75,66.51,21.04,24,13170.48,6.017065551,147.8586808,104.9169627,104.0037002,790.5146614,1026.408518,11.16372458,1.747173983,1.807014004,36.56875,195.6946933,147.1866706,216568
11/18/2019,9.412676056,1999.875,66.53333333,21.80666667,24,12725.15,5.927974445,144.5415945,109.8960927,108.3253383,766.925154,1021.477474,10.80850889,1.740546623,1.738553398,36.96111111,197.691692,138.1888918,215624
11/19/2019,9.301388889,2038.833333,66.6,20.88666667,23.93333333,12194.76,5.788755904,143.880441,112.2940701,105.7564501,762.4022144,1033.756805,9.297021738,1.741016448,1.649198361,34.80555556,191.7802011,136.9231296,216808
11/20/2019,9.362790698,2034.857143,66.79333333,20.72333333,24,13013.36,6.230155214,141.6810795,104.8806303,105.044353,789.1481134,1036.015947,8.883783594,1.740571311,1.74686741,37.30972222,197.3949783,159.2775754,218160
11/22/2019,9.352777778,1981,66.93,21.08666667,24,12839.83,6.032647634,141.8174501,118.6176059,106.202958,803.8715587,1046.705719,10.90056406,1.74092961,1.675004003,37.57291667,197.6827377,164.7668019,225392
11/23/2019,9.281818182,1977,66.72666667,21.08666667,24,12638.62,5.8022739,145.1996409,113.7567301,108.2517834,784.5975442,1036.662019,13.57704824,1.74077079,1.673106571,37.39861111,196.644771,160.0969319,211392
11/24/2019,9.361666667,1924.363636,66.71,20.82,23.83333333,12395.9,5.740418083,146.9580881,107.7190182,108.1270505,767.9258159,1017.080171,12.9553958,1.740822909,1.664739433,36.22013889,194.146465,149.802634,199344
11/25/2019,9.357142857,1970,66.71,20.82,18.96666667,9989.28,4.699378058,164.5587194,107.6861157,99.69726433,746.8021031,951.6459126,11.70058529,1.708244017,1.42417446,30.15694444,176.908768,134.3306428,188256
11/27/2019,9.2125,1923.090909,66.87666667,23.03666667,24,11989.72,5.594165397,141.857178,107.8496638,108.5864138,726.6307066,973.1288135,13.32223184,1.734002871,1.611529234,35.78402778,194.4667201,114.4977028,188112
11/28/2019,9.225,1982,66.88,22.39666667,23.98333333,12485.61,5.758216346,144.618265,107.2797457,111.9653047,811.2781213,1018.972334,14.72446977,1.720857422,1.673473853,35.63541667,191.2428384,146.7229502,193456
11/29/2019,9.429166667,1962.5,66.60666667,21.51666667,24,12481.55,5.842617824,144.2954406,113.0340949,109.6740038,805.4408465,1008.744427,15.32305682,1.720714402,1.711502169,36.97777778,193.2042429,129.5746071,189808
11/30/2019,9.201388889,1940.5,66.80666667,22.83333333,24,12540.64,5.826600767,143.9002722,108.6206133,108.9659122,789.7513277,973.9836446,15.23742471,1.720464506,1.730611488,35.40555556,190.0088961,133.8680241,190992
12/1/2019,9.3,1989.6,66.29333333,21.14666667,24,12498.68,5.705674931,145.6051206,110.9974474,111.2454255,782.1548033,970.9230169,16.43718996,1.720331413,1.719997017,35.77222222,189.5876601,129.144965,185800
12/2/2019,9.205882353,1952.8,66.94,21.45666667,24,12711.94,5.873099979,143.4678546,117.5833875,110.1974202,802.5370289,986.2037675,17.13221875,1.732605303,1.727170551,36.31597222,190.7891331,138.9524788,201352
12/4/2019,9.276388889,2011.8,66.64666667,21.75,23.7,11842.16,5.464918186,142.8659728,110.1143474,110.8589145,752.9413546,988.5646345,15.76845373,1.697243913,1.547802872,32.99861111,182.3704132,132.6749333,201824
12/5/2019,9.504166667,1990.454545,66.95,22.74,23.95,12890.78,5.814626551,145.6562181,107.1410667,108.7619846,816.028827,998.1145287,15.51670329,1.74006975,1.693061277,35.85069444,190.7628278,147.2933726,196064
12/6/2019,9.448611111,1974.2,67.09,22.83333333,24,12687.73,5.833603094,142.6296382,108.8273795,113.6027917,823.8113358,997.4421275,15.55787941,1.740050164,1.688779472,35.12291667,189.2785293,135.4802195,194568
12/7/2019,9.381666667,2036.125,67.06,22.49,23.83333333,12797.9,5.801358382,145.8658738,115.6964348,111.4051017,827.3514024,1016.645469,14.76677073,1.740123985,1.710575001,36.30972222,192.8104353,124.3091742,198840
12/8/2019,9.376388889,2015.916667,66.73,22.11333333,23.9,12868.94,5.884387065,144.2968607,115.8661816,112.31844,822.738561,1015.458659,15.85727111,1.740020408,1.70912529,38.04375,195.7963724,134.8161128,203296
12/9/2019,9.2625,2021.7,66.68,22.42333333,23.81666667,12699.19,5.637719027,139.2190117,111.0835214,110.0819663,791.0362788,1007.855149,16.14937635,1.739983912,1.698713053,37.47777778,192.487202,133.8858798,199768
12/10/2019,9.326388889,1954.090909,66.67,22.11,23.93333333,12795.74,5.710375161,133.4486484,110.7766274,111.8454865,794.6686122,1005.542779,13.82682343,1.740254678,1.704187918,36.55833333,193.8957145,116.1577465,200264
12/11/2019,8.9875,1982.727273,67.01333333,23.08,23.91666667,12654.76,5.738358761,123.1438198,113.4123754,110.5467945,787.744207,996.1484872,14.00950338,1.733815233,1.691937237,36.38333333,193.0655126,122.7508095,201200
12/12/2019,9.292647059,1987.1,66.98666667,22.71666667,21.61666667,11009.64,4.881472583,120.6536601,115.3409248,112.0893703,740.3418528,961.2106748,14.56413451,1.709352179,1.470175425,31.74236111,179.9451253,113.5287919,182976
12/13/2019,9.304347826,2002.8,66.70666667,22.56333333,22.9,11561.56,5.29254964,137.2310931,112.9925328,109.943796,745.1165403,971.4264343,14.14884191,1.713063393,1.527787642,33.25625,185.6912282,119.2331971,190576
12/14/2019,9.291666667,1999.909091,67.03,23.07333333,23.48333333,12234.54,5.600565792,145.4708358,114.3469971,109.8438969,784.1231921,984.6504955,12.42261851,1.719954227,1.611113838,34.79861111,190.3254815,107.7777989,190368
12/15/2019,9.373611111,2015.916667,66.89333333,22.37666667,24,12865.11,5.85472854,145.471727,112.1959645,113.4038396,816.9486043,1005.134495,14.76110545,1.720043844,1.721775925,37.10138889,195.8318876,135.8312987,197752
12/16/2019,9.275,2037,66.69333333,21.97666667,24,12716.63,5.897937618,144.6522581,110.0431928,112.9154491,819.6407885,1000.314644,14.71224852,1.719976032,1.740894875,37.20972222,195.8189562,143.294158,195592
12/17/2019,9.3625,2035.7,66.43,21.82666667,24,12967.55,5.768452138,151.2874735,106.2371955,110.9289246,818.5902696,1004.598888,14.32581382,1.719820201,1.727576461,37.38402778,195.835613,145.1086834,199320
12/18/2019,9.426388889,2052.090909,66.51333333,21.67,24,12877.39,5.798017544,151.2429881,109.6269269,112.0965324,824.1727695,1018.479587,11.97574843,1.719709157,1.70850935,36.89722222,196.1836236,142.0276855,204736
12/19/2019,9.504545455,2030,66.42333333,21.63333333,24,12697.02,5.738502691,153.8426958,109.5237629,111.1261825,827.458966,1010.911725,12.63911506,1.715748463,1.699346724,35.87708333,194.2666964,154.031566,207096
12/20/2019,9.391666667,2036.636364,66.28666667,21.54333333,23.9,12553.59,5.667813362,148.240096,111.376418,111.6729994,815.6361083,1014.319405,13.55583888,1.72004152,1.661586231,35.82569444,194.3807259,126.8430355,205280
12/21/2019,9.681428571,2028.444444,66.43,21.27666667,24,13065.57,5.809912665,149.6788104,102.3836818,110.4472262,824.6368096,1011.089493,14.76176866,1.719914956,1.73978608,36.45763889,195.2027515,151.5067175,203344
12/22/2019,9.481944444,2015.2,66.66666667,21.81,23.21666667,12161.73,5.603038512,142.0317742,107.2754129,112.0884357,783.9644594,1009.292689,14.62970138,1.719889363,1.616286169,34.61805556,190.2581545,135.6187055,205056
12/23/2019,9.540277778,2022.4,66.51333333,21.33666667,24,12934.86,5.862261878,147.7486943,108.5873133,113.3587427,825.9125531,1017.773624,14.5661861,1.719890963,1.700858947,36.92986111,194.385383,148.2411752,206928
12/24/2019,9.475,2018,66.36,21.17666667,24,12779.44,5.759623028,146.537558,113.9181864,115.6187914,813.0855654,1010.861242,14.89028716,1.7199152,1.667840746,36.32013889,192.2638575,139.85505,205960
12/25/2019,9.259722222,2007.666667,66.39666667,21.40666667,24,13021.05,5.674945128,152.8482909,110.8476996,116.0472872,793.6260276,987.9113371,15.01390025,1.719897664,1.714741321,36.62777778,193.7397779,122.6474723,201680
12/26/2019,9.443478261,1944.909091,66.42333333,21.76,24,12864.09,5.823422027,150.1324551,115.9809011,118.2268443,798.4788275,963.4483956,13.99730637,1.719909643,1.722018975,35.70972222,190.6802314,133.8849207,203640
12/27/2019,9.396969697,1960.666667,66.90666667,21.58333333,22.43333333,11779.91,5.306176856,149.0457896,111.9508855,114.0269323,745.8217484,966.577755,14.01854003,1.719951725,1.594594062,33.78125,185.3526299,123.8277574,198960
12/28/2019,9.331944444,1934.444444,67.00333333,21.52666667,23.11666667,12296.36,5.48321382,147.9613872,110.4023523,113.1240335,780.5996027,974.640546,15.1272457,1.719797525,1.687283033,34.45694444,185.3304378,145.0591447,196208
12/29/2019,9.459722222,1934.636364,66.99666667,21.23333333,24,13042.51,5.972724867,147.5848958,111.316644,112.6028458,785.8738467,975.3256343,12.89875593,1.720030929,1.697582363,36.37291667,193.1034275,123.1640218,202352
12/30/2019,9.451388889,1984,66.84,21.58333333,23.91666667,13028.87,5.874668266,147.2141411,108.6682503,111.2130287,783.3191817,975.9785443,14.23497505,1.719970617,1.714845838,36.80694444,193.9822333,113.7170237,194208
12/31/2019,9.398148148,1991.272727,66.71666667,20.83333333,23.98333333,12958.73,5.974003459,145.8584645,111.5034813,114.9087735,793.0006364,974.8542903,14.15976706,1.719792525,1.705272584,36.30694444,193.4057122,128.6809582,198144
1/1/2020,9.4375,2032.125,66.84,21.7,24,12994.84,6.104277962,144.2678984,112.2866027,112.3029615,780.6171269,969.2735708,12.69403739,1.720030094,1.734161663,37.15972222,193.674961,125.3403768,199448
1/7/2020,9.081481481,2005.2,67.48,22.06,22.63333333,9232.52,4.350692094,149.3621562,110.645549,103.4963346,585.0431708,884.9037756,11.14244745,1.516420481,1.244853556,26.86458333,169.908688,74.628856,191296
1/10/2020,9.213888889,1962.181818,66.44333333,22.35,24,11785.42,5.462425474,155.7093467,111.9478368,109.9555072,730.7473488,954.4204606,10.97584325,1.678230616,1.562594535,35.37569444,190.1938119,111.9776064,190312
1/11/2020,9.1625,1957.636364,66.84666667,22.94333333,24,12512.85,6.035623948,160.6679615,113.1841321,112.6641679,798.8927043,986.7946665,7.588831024,1.72000836,1.671140123,36.22847222,194.5527084,133.8348942,210712
1/12/2020,9.116666667,1975.75,66.73,22.19333333,24,12715.55,6.164421563,158.253343,108.4909051,111.8395258,796.5738165,998.0015316,5.423703976,1.720093081,1.695292624,36.09930556,195.2138463,141.4127469,214736
1/13/2020,9.157407407,2035.75,66.89,21.58333333,24,12603.88,6.023610358,154.8933193,112.4292112,111.438433,779.1530859,977.9711428,9.401459733,1.703847767,1.686315947,36.07430556,196.940771,118.9198203,201632
1/14/2020,9.198181818,1995,66.82,20.56,19.36666667,10169.65,4.844655368,147.267239,113.0031827,108.3963184,718.8296592,925.9553347,10.47073112,1.674897317,1.39635406,31.22569444,181.1533982,117.4539367,187008
1/16/2020,9.230555556,1944.111111,66.84333333,21.60666667,24,12608.95,6.239954332,151.5127523,116.7077389,112.0465592,776.5014893,974.6012177,10.98355308,1.715526834,1.70156809,36.78611111,197.2106265,135.5190505,206856
1/17/2020,9.322222222,2024.166667,67.03333333,21.53666667,24,12665.44,6.293653309,152.7198938,112.2405556,112.7252805,793.3850999,986.7118998,10.95705993,1.719561866,1.706236693,37.45,198.8954391,155.0278636,210048
1/18/2020,9.12195122,2027.181818,66.97,21.5,24,12887.13,6.167835896,158.2004154,115.691377,113.8933205,839.5397617,1001.996267,11.67736252,1.700255858,1.739332256,35.67361111,192.8567376,169.0378712,224704
1/19/2020,9.198484848,1995.333333,67.11666667,22.58666667,24,12484.15,6.029357866,158.0521382,112.5925621,113.7148568,816.0775662,995.2741156,10.27208192,1.706579019,1.688671076,35.78055556,192.7830524,163.053876,211296
1/20/2020,9.133333333,1970.1,67.13,22.60333333,24,13194.98,6.322427017,157.3654196,107.4945708,109.2603411,823.7164378,1002.424322,10.59259831,1.719889573,1.778125124,36.92013889,196.3153956,155.2910767,216376
1/21/2020,9.266666667,1981.181818,66.78,22.15333333,24,13050.49,6.321798994,153.0816256,113.4551547,111.0142513,797.9746832,989.2060613,10.96472772,1.719875651,1.766871817,36.44583333,195.904362,165.6050892,209416
1/22/2020,9.411428571,1969,67.04,21.57333333,24,13017.56,6.346667351,153.5459018,113.2005707,112.9720762,839.5590778,1016.774403,10.81812161,1.71986558,1.744069228,36.94305556,196.7683758,178.2174869,223744
1/23/2020,9.229166667,1954.833333,67.13333333,22.15333333,23.25,11834.92,5.950784082,146.0675857,113.0552855,113.6862839,783.7910544,1008.828023,12.17246079,1.720084469,1.596075205,33.94027778,185.8055849,169.1644309,219872
1/24/2020,9.154166667,1962,66.31333333,21.67666667,24,12958.1,6.195462031,148.0066146,115.2622138,112.4875862,820.9516669,1024.14724,11.3795725,1.720420583,1.682086278,37.08958333,194.3390368,182.1954343,219968
1/25/2020,8.931944444,1933.6,66.68,22.32,24,12933.83,6.185207228,150.504925,115.5858165,114.8829792,798.894675,1008.583108,11.92749622,1.719967558,1.689353706,37.28472222,196.2023098,145.6996103,213096
1/26/2020,9.072857143,1981.5,66.56666667,22.42666667,24,13071.38,6.174836517,152.9181416,115.7143545,111.374946,794.2923513,998.4516285,10.69914033,1.720584851,1.710787816,37.3,197.7740567,142.2223391,207320
1/27/2020,9.086111111,1941.454545,66.83333333,22.24666667,23.5,12327.37,5.909674913,151.710815,111.5357063,110.4980927,752.8175143,991.7358711,11.47298136,1.720416656,1.657272252,35.75763889,194.7722983,160.7854529,205368
1/28/2020,9.011111111,1908.777778,66.79,22.41333333,23.91666667,12688.72,6.129261482,143.3152729,113.9297388,110.5052772,767.5469091,992.1149249,12.00611788,1.720235649,1.679556764,36.82291667,196.3988529,156.4997925,202832
