Date,Time,Blaine_After_HPGR
5/11/2021,15:05,1827
5/11/2021,17:05,1928
5/11/2021,19:05,1983
5/11/2021,21:05,1899
5/12/2021,1:00,1856
5/12/2021,3:05,1871
5/12/2021,5:05,1842
5/12/2021,7:05,1842
5/12/2021,13:05,1885
5/12/2021,17:05,1856
5/12/2021,19:05,1827
5/12/2021,21:05,1856
5/12/2021,23:05,1812
5/13/2021,1:05,1827
5/13/2021,3:05,1827
5/13/2021,5:05,1885
5/13/2021,7:05,1871
5/13/2021,9:05,1842
5/13/2021,11:05,1827
5/13/2021,13:05,1914
5/13/2021,15:05,1914
5/13/2021,17:05,1885
5/13/2021,21:05,1705
5/13/2021,23:05,1705
5/14/2021,1:05,1942
5/14/2021,7:15,1812
5/14/2021,9:05,1856
5/14/2021,11:05,1928
5/14/2021,13:05,1856
5/14/2021,15:05,1914
5/14/2021,17:05,1812
5/14/2021,19:05,1767
5/14/2021,21:05,1885
5/14/2021,23:05,1942
5/15/2021,1:05,1928
5/15/2021,3:05,1914
5/15/2021,5:05,1871
5/15/2021,7:05,1871
5/15/2021,11:05,1812
5/15/2021,13:05,1827
5/15/2021,15:05,1842
5/15/2021,17:05,1969
5/15/2021,19:05,1955
5/15/2021,21:05,1871
5/16/2021,1:05,1842
5/16/2021,3:10,1827
5/16/2021,5:05,1812
5/16/2021,9:05,1885
5/16/2021,11:10,1899
5/16/2021,13:05,1899
5/16/2021,15:05,1856
5/16/2021,17:05,1871
5/16/2021,19:05,1798
5/16/2021,21:05,1842
5/16/2021,23:05,1812
5/17/2021,1:05,1574
5/17/2021,3:05,1842
5/17/2021,7:05,1782
5/17/2021,9:05,1871
5/17/2021,11:05,1842
5/17/2021,13:05,1856
5/17/2021,15:05,1842
5/17/2021,17:05,1812
5/17/2021,19:05,1827
5/17/2021,21:05,1842
5/17/2021,23:05,1856
5/18/2021,1:05,1871
5/18/2021,3:05,1856
5/18/2021,5:05,1871
5/18/2021,7:05,1856
5/18/2021,9:05,1899
5/18/2021,11:05,1827
5/18/2021,15:05,1896
5/18/2021,19:05,1938
5/18/2021,23:05,1917
5/19/2021,1:05,1917
5/19/2021,3:05,1917
5/19/2021,5:05,1901
5/19/2021,7:05,1728
5/19/2021,11:05,1880
5/19/2021,13:05,1816
5/19/2021,15:05,1859
5/19/2021,17:05,1901
5/19/2021,19:10,1859
5/19/2021,21:05,1816
5/19/2021,23:05,1795
5/20/2021,1:05,1750
5/20/2021,3:05,1880
5/20/2021,5:05,1658
5/20/2021,7:05,1795
5/20/2021,11:05,1880
5/20/2021,13:05,1838
5/20/2021,17:05,1922
5/20/2021,21:05,1962
5/20/2021,23:05,1859
5/21/2021,1:05,1859
5/21/2021,3:05,1773
5/21/2021,5:05,1773
5/21/2021,11:05,1922
5/21/2021,13:05,1942
5/21/2021,15:05,1838
5/21/2021,21:05,2041
5/21/2021,23:05,1634
5/22/2021,3:05,1880
5/22/2021,5:05,1838
5/22/2021,7:05,1880
5/22/2021,11:05,1962
5/22/2021,13:05,1922
5/22/2021,15:05,1838
5/22/2021,17:05,1795
5/22/2021,19:05,1816
5/22/2021,21:05,1922
5/22/2021,23:05,1838
5/23/2021,3:05,1880
5/23/2021,5:05,1859
5/23/2021,7:05,1942
5/23/2021,9:15,1859
5/23/2021,11:05,1859
5/23/2021,13:15,1795
5/23/2021,15:05,1922
5/23/2021,17:05,1859
5/23/2021,19:05,1880
5/23/2021,21:05,1859
5/23/2021,23:05,1816
5/24/2021,1:05,1880
5/24/2021,3:05,1922
5/24/2021,5:05,1901
5/24/2021,9:05,1922
5/24/2021,11:05,1901
5/24/2021,15:10,1816
5/24/2021,17:05,1838
5/24/2021,19:05,1816
5/24/2021,21:05,1816
5/24/2021,23:05,1838
5/25/2021,3:05,1901
5/25/2021,5:05,1859
5/25/2021,11:05,1816
5/25/2021,13:05,1795
5/25/2021,15:05,1922
5/25/2021,17:05,1942
5/25/2021,23:05,1705
5/26/2021,1:05,1728
5/26/2021,3:05,1682
5/26/2021,5:05,1838
5/26/2021,7:05,1922
5/26/2021,9:05,1705
5/26/2021,13:05,1795
5/26/2021,15:05,2098
5/26/2021,17:05,1773
5/26/2021,19:05,1728
5/26/2021,21:05,1901
5/26/2021,23:05,1795
5/27/2021,5:05,1880
5/27/2021,7:05,1880
5/27/2021,11:05,2002
5/27/2021,15:05,2079
5/27/2021,17:05,1962
5/27/2021,19:05,1962
5/27/2021,23:05,1982
5/28/2021,1:05,1982
5/28/2021,5:05,1880
6/19/2021,14:50,1750
6/27/2021,21:05,1610
6/28/2021,11:05,1705
6/28/2021,15:05,1750
6/28/2021,23:05,1682
6/29/2021,3:20,1838
6/29/2021,5:05,1773
6/29/2021,7:05,1773
6/29/2021,13:05,1728
6/29/2021,15:05,1942
6/29/2021,17:05,1682
6/29/2021,19:05,1838
6/29/2021,21:05,1859
6/29/2021,23:05,1838
6/30/2021,5:15,1535
6/30/2021,7:05,1773
6/30/2021,9:05,1586
6/30/2021,11:05,1795
6/30/2021,13:05,1859
6/30/2021,19:05,1880
6/30/2021,21:05,1816
6/30/2021,23:05,1859
7/1/2021,1:05,1838
7/1/2021,3:05,1859
7/1/2021,5:05,1859
7/1/2021,7:05,1901
7/1/2021,9:05,1816
7/1/2021,11:05,1730
7/1/2021,13:05,1773
7/1/2021,17:05,1815
7/1/2021,19:05,1773
7/1/2021,21:05,1752
7/1/2021,23:05,1752
7/2/2021,1:10,1794
7/2/2021,3:05,1773
7/2/2021,5:05,1815
7/2/2021,9:05,1835
7/2/2021,11:05,1794
7/2/2021,13:05,1856
7/2/2021,15:05,1835
7/2/2021,17:05,1752
7/2/2021,19:05,1815
7/2/2021,21:05,1752
7/2/2021,23:05,1730
7/3/2021,1:05,1815
7/3/2021,3:05,1473
7/3/2021,4:50,1773
7/3/2021,9:05,1794
7/3/2021,13:05,1794
7/3/2021,15:05,1752
7/3/2021,19:05,1794
7/3/2021,21:05,1773
7/3/2021,23:05,1794
7/4/2021,1:05,1773
7/4/2021,3:05,1709
7/4/2021,23:05,1664
7/5/2021,1:05,1687
7/5/2021,3:05,1752
7/5/2021,7:05,1730
7/5/2021,9:05,1687
7/5/2021,11:05,1773
7/5/2021,13:05,1773
7/5/2021,17:05,1794
7/5/2021,19:05,1730
7/5/2021,21:05,1752
7/5/2021,23:05,1709
7/6/2021,1:05,1752
7/6/2021,3:05,1752
7/6/2021,5:15,1794
7/6/2021,9:05,1730
7/6/2021,11:05,1687
7/6/2021,13:05,1773
7/6/2021,15:05,1709
7/6/2021,19:05,1730
7/6/2021,23:05,1773
7/7/2021,1:05,1773
7/7/2021,3:05,1835
7/7/2021,5:05,1773
7/7/2021,7:05,1794
7/7/2021,15:05,1794
7/7/2021,17:05,1896
7/7/2021,19:05,1794
7/7/2021,21:05,1752
7/7/2021,23:05,1687
7/8/2021,3:05,1856
7/8/2021,5:05,1664
7/8/2021,7:05,1642
7/8/2021,9:05,1876
7/8/2021,13:05,1856
7/8/2021,15:15,1815
7/8/2021,17:05,1709
7/8/2021,19:05,1709
7/8/2021,21:05,1752
7/8/2021,23:05,1773
7/9/2021,1:05,1794
7/9/2021,5:05,1595
7/9/2021,7:05,1730
7/9/2021,9:05,1815
7/9/2021,13:05,1815
7/9/2021,15:05,1709
7/9/2021,17:05,1687
7/9/2021,19:05,1709
7/10/2021,1:05,1709
7/10/2021,3:05,1730
7/10/2021,5:20,1835
7/10/2021,7:05,1664
7/10/2021,9:05,1619
7/10/2021,11:05,1664
7/10/2021,13:05,1794
7/10/2021,15:05,1664
7/10/2021,17:05,1752
7/10/2021,19:05,1815
7/10/2021,21:05,1915
7/10/2021,23:05,1752
7/11/2021,1:05,1709
7/11/2021,3:05,1687
7/11/2021,7:05,1664
7/11/2021,9:05,1856
7/11/2021,11:05,1815
7/11/2021,13:05,1794
7/11/2021,15:05,1752
7/11/2021,17:05,1395
7/11/2021,19:05,1896
7/11/2021,21:05,1794
7/11/2021,23:05,1709
7/12/2021,3:05,1709
7/12/2021,5:05,1752
7/12/2021,7:15,1664
7/12/2021,9:05,1876
7/12/2021,11:05,1835
7/12/2021,17:05,1815
7/12/2021,19:05,1815
7/12/2021,23:05,1794
7/13/2021,1:05,1730
7/13/2021,3:05,1687
7/13/2021,5:05,1642
7/13/2021,7:05,1709
7/13/2021,9:05,1642
7/13/2021,11:05,1835
7/13/2021,13:05,1835
7/13/2021,15:05,1815
7/13/2021,17:05,1896
7/13/2021,19:05,1876
7/13/2021,21:05,1856
7/13/2021,23:05,1815
7/14/2021,1:05,1835
7/14/2021,3:05,1752
7/14/2021,5:05,1794
7/14/2021,9:05,1856
7/14/2021,11:05,1815
7/14/2021,17:10,1448
7/14/2021,19:05,1422
7/15/2021,10:15,1523
7/15/2021,11:15,1548
7/15/2021,11:45,1687
7/15/2021,12:10,1730
7/15/2021,12:30,1794
7/15/2021,14:40,1730
7/15/2021,15:15,1815
7/15/2021,15:30,1856
7/15/2021,17:05,1896
7/15/2021,19:05,1835
7/15/2021,21:05,1815
7/15/2021,23:05,1835
7/16/2021,1:05,1935
7/16/2021,3:05,1773
7/16/2021,5:05,1896
7/16/2021,7:05,1896
7/16/2021,9:05,1856
7/16/2021,11:05,1642
7/16/2021,13:05,1752
7/16/2021,15:05,1687
7/16/2021,17:05,1730
7/16/2021,19:05,1773
7/16/2021,21:05,1856
7/16/2021,23:05,1730
7/17/2021,1:05,1448
7/17/2021,3:15,1709
7/17/2021,5:15,1835
7/17/2021,7:05,1687
7/17/2021,11:05,1794
7/17/2021,13:05,1773
7/17/2021,15:05,1835
7/17/2021,17:05,1619
7/17/2021,19:05,1896
7/17/2021,21:05,1876
7/18/2021,1:05,1896
7/18/2021,9:05,1730
7/18/2021,12:00,1664
7/18/2021,13:05,1709
7/18/2021,15:05,1619
7/18/2021,17:05,1595
7/18/2021,19:05,1619
7/18/2021,21:05,1619
7/18/2021,23:05,1687
7/19/2021,3:05,1619
7/19/2021,5:05,1642
7/19/2021,7:05,1730
7/19/2021,9:05,1619
7/19/2021,11:05,1619
7/19/2021,13:05,1642
7/19/2021,15:05,1619
7/19/2021,17:05,1619
7/19/2021,19:05,1642
7/19/2021,21:15,1642
7/19/2021,23:05,1642
7/20/2021,1:05,1664
7/20/2021,3:05,1619
7/20/2021,5:15,1642
7/20/2021,7:05,1619
7/20/2021,9:05,1619
7/20/2021,11:05,1709
7/20/2021,13:05,1664
7/20/2021,17:05,1548
7/20/2021,21:05,1595
7/20/2021,23:05,1642
7/21/2021,1:05,1642
7/21/2021,3:05,1687
7/21/2021,5:05,1595
7/21/2021,7:05,1619
7/21/2021,11:05,1642
7/21/2021,15:05,1642
7/21/2021,21:05,1642
7/22/2021,1:05,1687
7/22/2021,3:05,1548
7/22/2021,5:05,1619
7/22/2021,7:05,1619
7/22/2021,11:05,1687
7/22/2021,12:50,1664
7/22/2021,15:05,1664
7/22/2021,17:05,1642
7/22/2021,19:05,1619
7/22/2021,23:05,1687
7/23/2021,1:05,1619
7/23/2021,3:05,1709
7/23/2021,7:05,1619
7/23/2021,11:05,1664
7/23/2021,13:05,1709
7/23/2021,15:05,1642
7/23/2021,23:05,1642
7/24/2021,5:05,1664
7/24/2021,7:05,1422
7/24/2021,9:05,1639
7/24/2021,11:05,1730
7/24/2021,13:05,1567
7/24/2021,15:05,1591
7/24/2021,21:05,1662
7/24/2021,23:05,1730
7/25/2021,3:05,1662
7/25/2021,5:05,1730
7/25/2021,9:05,1685
7/26/2021,7:05,1517
7/26/2021,8:45,1662
7/26/2021,10:45,1662
7/26/2021,12:45,1615
7/26/2021,14:45,1662
7/26/2021,16:45,1615
7/26/2021,18:45,1730
7/26/2021,20:45,1615
7/27/2021,0:45,1639
7/27/2021,2:45,1615
7/27/2021,4:45,1662
7/27/2021,6:45,1708
7/27/2021,8:45,1708
7/27/2021,10:45,1685
7/27/2021,14:45,1591
7/27/2021,16:45,1615
7/27/2021,18:45,1542
7/27/2021,20:45,1542
7/27/2021,22:45,1615
7/28/2021,2:45,1639
7/28/2021,4:45,1639
7/28/2021,6:45,1662
7/28/2021,8:45,1708
7/28/2021,10:45,1639
7/28/2021,12:45,1615
7/28/2021,14:45,1685
7/28/2021,16:45,1685
7/28/2021,18:45,1685
7/28/2021,20:45,1708
7/29/2021,0:45,1685
7/29/2021,2:45,1685
7/29/2021,4:45,1591
7/29/2021,6:45,1591
7/29/2021,8:55,1542
7/29/2021,10:45,1517
7/29/2021,12:45,1639
7/29/2021,16:55,1542
7/29/2021,18:45,1517
7/29/2021,22:45,1662
7/30/2021,2:45,1639
7/30/2021,6:45,1466
7/30/2021,8:45,1567
7/30/2021,10:45,1517
7/30/2021,14:45,1567
7/30/2021,16:45,1567
7/30/2021,18:45,1591
7/30/2021,22:45,1517
7/31/2021,2:45,1542
7/31/2021,4:45,1542
7/31/2021,6:45,1517
7/31/2021,10:45,1492
7/31/2021,12:45,1567
7/31/2021,14:45,1542
7/31/2021,16:45,1639
7/31/2021,18:55,1542
7/31/2021,22:45,1591
8/1/2021,0:45,1591
8/1/2021,2:45,1685
8/1/2021,4:45,1662
8/1/2021,8:45,1567
8/1/2021,10:45,1662
8/1/2021,12:45,1615
8/1/2021,14:45,1591
8/1/2021,16:40,1708
8/2/2021,0:45,1492
8/2/2021,2:45,1685
8/2/2021,6:45,1639
8/2/2021,8:45,1708
8/2/2021,12:45,1567
8/2/2021,14:45,1639
8/2/2021,16:45,1591
8/2/2021,18:45,1517
8/2/2021,20:45,1466
8/2/2021,22:45,1517
8/3/2021,2:45,1567
8/3/2021,4:45,1440
8/3/2021,6:45,1492
8/3/2021,8:45,1591
8/3/2021,10:45,1591
8/3/2021,12:45,1662
8/3/2021,14:45,1639
8/3/2021,16:45,1591
8/3/2021,18:45,1615
8/3/2021,20:45,1662
8/3/2021,22:45,1662
8/4/2021,0:45,1662
8/4/2021,2:45,1639
8/4/2021,6:45,1591
8/4/2021,8:45,1615
8/4/2021,10:45,1708
8/4/2021,12:45,1662
8/4/2021,16:45,1752
8/4/2021,18:45,1542
8/4/2021,20:45,1708
8/4/2021,22:45,1774
8/5/2021,0:45,1730
8/5/2021,2:45,1615
8/5/2021,4:45,1662
8/5/2021,6:45,1730
8/5/2021,8:45,1542
8/5/2021,10:45,1730
8/5/2021,12:45,1774
8/5/2021,14:45,1774
8/5/2021,16:45,1730
8/5/2021,18:45,1752
8/5/2021,20:45,1774
8/5/2021,22:45,1817
8/6/2021,0:45,1817
8/6/2021,2:45,1795
8/6/2021,8:45,1774
8/6/2021,12:45,1708
8/6/2021,14:45,1795
8/6/2021,16:45,1879
8/6/2021,18:45,1708
8/6/2021,20:45,1774
8/6/2021,22:45,1708
8/7/2021,0:45,1752
8/7/2021,2:45,1639
8/7/2021,4:45,1639
8/7/2021,6:45,1567
8/7/2021,8:45,1730
8/7/2021,10:45,1752
8/7/2021,12:45,1795
8/7/2021,14:45,1708
8/7/2021,17:00,1685
8/7/2021,18:45,1752
8/7/2021,22:45,1795
8/8/2021,0:45,1730
8/8/2021,2:45,1730
8/8/2021,4:45,1817
8/8/2021,6:45,1795
8/8/2021,8:45,1795
8/8/2021,10:45,1817
8/8/2021,12:45,1838
8/8/2021,14:45,1708
8/8/2021,16:45,1567
8/8/2021,18:45,1730
8/8/2021,20:45,1817
8/8/2021,22:45,1708
8/9/2021,0:45,1774
8/9/2021,2:45,1817
8/9/2021,4:45,1708
8/9/2021,6:45,1752
8/9/2021,10:45,1899
8/9/2021,12:45,1817
8/9/2021,14:45,1817
8/9/2021,16:45,1899
8/9/2021,18:45,1899
8/9/2021,20:45,1899
8/9/2021,22:45,1838
8/10/2021,2:45,1899
8/10/2021,4:45,1879
8/10/2021,6:45,1795
8/10/2021,8:45,1838
8/10/2021,12:45,1879
8/10/2021,14:45,1879
8/10/2021,16:45,1795
8/10/2021,18:45,1879
8/10/2021,20:45,1795
8/11/2021,0:45,1858
8/11/2021,4:45,1795
8/11/2021,6:45,1752
8/11/2021,8:45,1817
8/11/2021,14:45,1838
8/11/2021,16:45,1858
8/11/2021,18:45,1752
8/11/2021,20:45,1708
8/11/2021,22:45,1774
8/12/2021,0:45,1879
8/12/2021,2:45,1858
8/12/2021,4:45,1817
8/12/2021,6:45,1899
8/12/2021,8:45,1817
8/12/2021,10:45,1774
8/12/2021,12:45,1817
8/12/2021,14:45,1817
8/12/2021,16:45,1730
8/12/2021,18:45,1774
8/12/2021,20:45,1817
8/12/2021,22:45,1639
8/13/2021,0:45,1795
8/13/2021,2:45,1817
8/13/2021,4:45,1752
8/13/2021,6:45,1795
8/13/2021,8:45,1817
8/13/2021,10:45,1838
8/13/2021,14:45,1858
8/13/2021,16:45,1879
8/13/2021,18:45,1838
8/13/2021,20:45,1774
8/13/2021,22:40,1795
8/14/2021,0:45,1795
8/14/2021,2:45,1774
8/14/2021,4:45,1919
8/14/2021,6:45,1939
8/14/2021,8:45,1774
8/14/2021,10:45,1858
8/14/2021,12:45,1858
8/14/2021,16:45,1879
8/14/2021,18:45,1838
8/14/2021,22:45,1817
8/15/2021,0:45,1774
8/15/2021,4:45,1838
8/15/2021,6:45,1838
8/15/2021,8:45,1795
8/15/2021,10:45,1899
8/15/2021,12:45,1774
8/15/2021,14:45,1817
8/15/2021,16:45,1838
8/15/2021,20:45,1708
8/15/2021,22:45,1858
8/16/2021,2:45,1795
8/16/2021,4:45,1838
8/16/2021,8:45,1817
8/16/2021,12:45,1838
8/16/2021,16:45,1708
8/16/2021,18:45,1730
8/16/2021,20:45,1708
8/17/2021,0:45,1817
8/17/2021,2:45,1795
8/17/2021,4:45,1838
8/17/2021,7:00,1774
8/17/2021,8:45,1838
8/17/2021,10:45,1858
8/17/2021,12:45,1899
8/17/2021,14:45,1838
8/17/2021,16:45,1919
8/17/2021,20:45,1899
8/17/2021,22:45,1858
8/18/2021,0:45,1879
8/18/2021,2:45,1708
8/18/2021,4:45,1899
8/18/2021,6:45,1879
8/18/2021,8:45,1774
8/18/2021,10:45,1838
8/18/2021,12:45,1858
8/18/2021,14:45,1795
8/18/2021,16:45,1752
8/18/2021,18:45,1752
8/18/2021,20:45,1752
8/18/2021,22:45,1879
8/19/2021,2:45,1795
8/19/2021,4:45,1615
8/19/2021,8:45,1662
8/19/2021,10:45,1838
8/19/2021,12:55,1774
8/19/2021,14:45,1774
8/19/2021,16:45,1817
8/19/2021,18:45,1838
8/19/2021,20:45,1817
8/20/2021,0:45,1858
8/20/2021,2:45,1795
8/20/2021,4:45,1817
8/20/2021,6:45,1838
8/20/2021,8:50,1817
8/20/2021,10:45,1919
8/20/2021,12:45,1879
8/20/2021,16:45,1639
8/20/2021,18:45,1774
8/20/2021,20:45,1567
8/20/2021,23:01,1899
8/21/2021,0:45,1919
8/21/2021,2:45,1817
8/21/2021,4:45,1879
8/21/2021,6:45,1838
8/21/2021,8:45,1899
8/21/2021,12:45,1939
8/21/2021,14:45,1858
8/21/2021,16:45,1939
8/21/2021,18:45,1817
8/21/2021,20:45,1858
8/22/2021,0:45,1858
8/22/2021,2:45,1817
8/22/2021,4:45,1795
8/22/2021,6:45,1838
8/22/2021,8:45,1899
8/22/2021,12:45,1838
8/22/2021,14:45,1858
8/22/2021,16:45,1858
8/22/2021,18:45,1858
8/22/2021,20:45,1817
8/22/2021,22:45,1774
8/24/2021,2:45,1685
8/24/2021,4:45,1774
8/24/2021,8:45,1838
8/24/2021,12:45,1858
8/24/2021,14:45,1730
8/24/2021,16:45,1730
8/24/2021,18:45,1838
8/24/2021,20:45,1774
8/24/2021,22:45,1774
8/25/2021,2:45,1858
8/25/2021,5:00,1838
8/25/2021,8:45,1838
8/25/2021,10:45,1879
8/25/2021,12:45,1939
8/25/2021,14:45,1899
8/25/2021,16:45,1817
8/25/2021,20:45,1899
8/25/2021,22:45,1838
8/26/2021,0:45,1774
8/26/2021,4:45,1858
8/26/2021,6:45,1858
8/26/2021,8:45,1899
8/26/2021,10:45,1858
8/26/2021,12:45,1899
8/26/2021,14:45,1858
8/26/2021,18:45,1879
8/26/2021,20:45,1899
8/26/2021,22:45,1879
8/27/2021,0:45,1795
8/27/2021,4:45,1899
8/27/2021,6:45,1858
8/27/2021,10:45,1858
8/27/2021,12:45,1817
8/27/2021,14:45,1959
8/27/2021,16:45,1858
8/27/2021,18:45,1858
8/27/2021,20:45,1817
8/27/2021,22:45,1858
8/28/2021,0:45,1939
8/28/2021,2:45,1774
8/28/2021,4:45,1795
8/28/2021,6:45,1817
8/28/2021,10:45,1817
8/28/2021,12:45,1899
8/28/2021,14:45,1939
8/28/2021,16:45,1774
8/28/2021,18:45,1817
8/28/2021,20:45,1879
8/28/2021,22:45,1662
8/29/2021,0:45,1838
8/29/2021,2:45,1838
8/29/2021,4:45,1817
8/29/2021,6:45,1838
8/29/2021,9:00,1879
8/29/2021,12:45,1795
8/29/2021,14:45,1795
8/29/2021,16:45,1817
8/29/2021,18:45,1795
8/29/2021,20:45,1774
8/30/2021,0:45,1838
8/30/2021,2:45,1795
8/30/2021,8:45,1879
8/30/2021,10:45,1879
8/30/2021,12:45,1795
8/30/2021,14:45,1838
8/30/2021,16:45,1919
8/30/2021,18:45,1817
8/30/2021,20:45,1838
8/30/2021,22:45,1708
8/31/2021,0:45,1858
8/31/2021,4:45,1879
8/31/2021,6:55,1919
8/31/2021,10:45,1899
8/31/2021,12:45,1817
8/31/2021,14:45,1838
8/31/2021,20:45,1919
8/31/2021,22:45,1899
9/1/2021,0:45,1899
9/1/2021,2:45,1879
9/1/2021,4:45,1939
9/1/2021,6:45,1959
9/1/2021,10:45,1899
9/1/2021,12:45,1919
9/1/2021,14:45,1858
9/1/2021,16:45,1838
9/1/2021,18:45,1899
9/1/2021,20:45,1858
9/1/2021,22:45,1939
9/2/2021,2:45,1858
9/2/2021,4:45,1919
9/2/2021,6:50,1919
9/2/2021,8:45,1959
9/2/2021,12:45,1879
9/2/2021,14:45,1899
9/2/2021,16:45,1959
9/2/2021,18:45,1919
9/2/2021,20:45,1838
9/2/2021,22:55,1858
9/3/2021,0:45,1879
9/3/2021,2:45,1795
9/3/2021,4:45,1858
9/3/2021,6:45,1858
9/3/2021,8:45,1838
9/3/2021,10:45,1817
9/3/2021,12:45,1879
9/3/2021,14:45,1879
9/3/2021,16:45,1998
9/3/2021,18:45,1879
9/3/2021,20:45,1899
9/3/2021,22:50,1858
9/4/2021,0:45,1899
9/4/2021,2:45,1919
9/4/2021,4:45,1899
9/4/2021,8:45,1899
9/4/2021,12:45,1899
9/4/2021,17:30,1838
9/4/2021,18:45,1919
9/4/2021,20:45,1959
9/4/2021,22:45,1899
9/5/2021,0:45,2017
9/5/2021,2:45,1899
9/5/2021,20:45,1795
9/5/2021,22:45,1939
9/6/2021,0:45,1978
9/6/2021,4:45,1919
9/6/2021,6:45,1978
9/6/2021,10:45,1919
9/6/2021,12:45,1899
9/6/2021,14:45,1879
9/6/2021,17:05,1939
9/6/2021,18:45,1752
9/6/2021,20:45,1978
9/6/2021,22:45,1959
9/7/2021,0:45,2017
9/7/2021,2:45,1919
9/7/2021,4:45,1919
9/7/2021,6:45,1919
9/7/2021,10:45,1795
9/7/2021,22:45,1858
9/8/2021,4:45,1879
9/8/2021,6:45,1858
9/8/2021,10:45,1774
9/8/2021,14:45,1998
9/8/2021,16:59,1939
9/8/2021,18:45,1879
9/8/2021,22:45,1959
9/9/2021,0:45,1939
9/9/2021,2:45,1858
9/9/2021,4:45,1858
9/9/2021,6:55,1899
9/9/2021,8:50,1879
9/9/2021,12:45,1978
9/9/2021,14:45,1838
9/9/2021,20:45,1899
9/10/2021,2:45,1919
9/10/2021,4:45,1959
9/10/2021,6:45,1919
9/10/2021,8:45,1939
9/10/2021,10:45,1879
9/10/2021,12:45,1817
9/10/2021,17:00,1899
9/10/2021,19:00,1795
9/11/2021,0:45,1899
9/11/2021,2:45,1899
9/11/2021,4:45,1879
9/11/2021,6:45,1838
9/11/2021,8:45,1939
9/11/2021,10:45,1879
9/11/2021,12:45,1919
9/11/2021,14:45,1879
9/11/2021,16:45,1919
9/11/2021,18:45,1959
9/11/2021,22:45,1879
9/12/2021,0:45,1858
9/12/2021,4:45,1919
9/12/2021,7:00,1919
9/12/2021,8:45,1919
9/12/2021,10:45,1919
9/12/2021,12:45,1838
9/12/2021,14:45,1959
9/12/2021,16:45,1879
9/12/2021,18:45,1899
9/12/2021,20:45,1899
9/12/2021,22:45,1919
9/13/2021,0:45,1978
9/13/2021,2:45,1919
9/13/2021,4:45,1939
9/13/2021,6:45,1939
9/13/2021,10:45,1939
9/13/2021,14:45,1959
9/13/2021,16:45,1838
9/13/2021,18:45,1879
9/13/2021,20:45,1879
9/13/2021,22:45,1708
9/14/2021,0:45,1858
9/14/2021,2:45,1879
9/14/2021,4:45,1959
9/14/2021,6:45,1919
9/14/2021,8:45,1858
9/14/2021,14:45,1939
9/14/2021,16:45,1919
9/14/2021,18:45,1978
9/14/2021,20:45,1879
9/14/2021,22:40,1919
9/15/2021,2:45,1858
9/15/2021,4:45,1838
9/15/2021,6:45,1959
9/15/2021,8:45,1838
9/15/2021,11:00,1899
9/15/2021,12:45,1879
9/15/2021,14:45,1919
9/15/2021,16:45,1959
9/15/2021,18:45,1959
9/15/2021,20:45,1959
9/15/2021,22:45,1838
9/16/2021,0:45,1959
9/16/2021,2:45,1919
9/16/2021,4:45,1879
9/16/2021,6:45,1919
9/16/2021,8:45,1939
9/16/2021,10:45,1959
9/16/2021,12:45,1899
9/16/2021,14:45,1939
9/16/2021,16:45,1899
9/16/2021,18:45,1899
9/16/2021,20:45,1998
9/16/2021,22:45,1939
9/17/2021,0:45,1879
9/17/2021,2:45,1959
9/17/2021,4:45,1959
9/17/2021,6:45,1939
9/17/2021,8:45,1919
9/17/2021,10:45,1998
9/17/2021,12:45,2036
9/17/2021,15:00,2017
9/17/2021,16:45,1978
9/17/2021,18:45,1939
9/17/2021,20:45,1939
9/18/2021,0:45,1939
9/18/2021,2:45,1998
9/18/2021,4:45,1919
9/18/2021,6:45,1899
9/18/2021,8:45,1899
9/18/2021,10:45,1879
9/18/2021,12:45,1858
9/18/2021,14:45,1919
9/18/2021,16:45,1978
9/18/2021,18:45,1858
9/18/2021,20:45,1879
9/18/2021,22:45,1919
9/19/2021,0:45,1959
9/19/2021,2:45,1959
9/19/2021,4:45,1959
9/19/2021,6:45,1685
9/19/2021,8:45,1959
9/19/2021,10:45,1919
9/19/2021,12:45,1978
9/19/2021,14:45,1939
9/19/2021,16:45,1998
9/19/2021,20:45,1858
9/19/2021,22:45,1959
9/20/2021,0:45,1838
9/20/2021,2:45,1817
9/20/2021,4:45,1838
9/20/2021,6:45,1879
9/20/2021,8:45,1708
9/20/2021,12:45,1959
9/20/2021,14:45,1858
9/20/2021,16:45,1858
9/20/2021,18:45,1919
9/20/2021,20:45,1899
9/20/2021,22:45,1919
9/21/2021,0:45,1998
9/21/2021,2:45,1838
9/21/2021,4:45,1959
9/21/2021,6:45,1879
9/21/2021,8:45,1858
9/21/2021,10:45,1899
9/21/2021,12:45,1708
9/21/2021,14:45,1919
9/21/2021,16:45,1795
9/21/2021,20:45,1879
9/21/2021,22:45,1858
9/22/2021,0:45,1899
9/22/2021,2:45,1879
9/22/2021,4:45,1919
9/22/2021,8:45,1899
9/23/2021,16:45,1817
9/23/2021,18:45,1939
9/23/2021,20:45,1879
9/23/2021,22:45,1919
9/24/2021,2:45,1858
9/24/2021,4:45,1838
9/24/2021,6:45,1899
9/24/2021,8:45,1919
9/24/2021,13:00,1919
9/24/2021,14:45,1959
9/24/2021,16:45,1939
9/24/2021,18:45,1939
9/24/2021,20:45,2055
9/24/2021,22:45,1959
9/25/2021,0:45,1919
9/25/2021,2:45,1899
9/25/2021,4:50,1858
