Date,Time,Blaine_After_HPGR
11/23/2019,15:05,2046
11/23/2019,17:05,1917
11/23/2019,19:05,2021
11/23/2019,21:05,2046
11/23/2019,23:05,1995
11/24/2019,1:05,1970
11/24/2019,3:05,1890
11/24/2019,5:05,1995
11/24/2019,7:05,2046
11/24/2019,9:05,1943
11/24/2019,11:05,1863
11/24/2019,13:05,1807
11/24/2019,15:05,2119
11/24/2019,17:05,1890
11/24/2019,19:05,1807
11/24/2019,21:05,1917
11/24/2019,23:05,1943
11/25/2019,1:05,1943
11/25/2019,3:05,1890
11/26/2019,5:05,1970
11/26/2019,9:05,2046
11/26/2019,11:05,1943
11/26/2019,13:05,2071
11/26/2019,15:05,1890
11/26/2019,17:05,1890
11/26/2019,21:05,1863
11/26/2019,23:05,1917
11/27/2019,1:05,1835
11/27/2019,3:05,1917
11/27/2019,5:05,1970
11/27/2019,7:05,1917
11/27/2019,9:05,1943
11/27/2019,11:15,1995
11/27/2019,13:05,2046
11/27/2019,15:05,1917
11/27/2019,19:05,1917
11/27/2019,21:05,1943
11/27/2019,23:05,1779
11/28/2019,1:05,1917
11/28/2019,3:05,1863
11/28/2019,5:05,1917
11/28/2019,7:05,2046
11/28/2019,9:05,2021
11/28/2019,11:05,1890
11/28/2019,13:05,1970
11/28/2019,15:05,1943
11/28/2019,17:05,1943
11/28/2019,19:05,2021
11/28/2019,21:05,1970
11/29/2019,1:05,1995
11/29/2019,3:05,2021
11/29/2019,7:05,1943
11/29/2019,9:05,1970
11/29/2019,11:05,1970
11/29/2019,13:05,1995
11/29/2019,15:05,1917
11/29/2019,17:05,1995
11/29/2019,19:05,1970
11/29/2019,21:15,2021
11/29/2019,23:05,1943
11/30/2019,1:05,1917
11/30/2019,3:05,2046
11/30/2019,5:05,1863
11/30/2019,7:05,1917
11/30/2019,9:05,1863
11/30/2019,11:05,1835
11/30/2019,13:05,2046
11/30/2019,15:05,1917
11/30/2019,17:05,1917
11/30/2019,19:05,1970
11/30/2019,21:05,1943
11/30/2019,23:05,1970
12/1/2019,1:05,1943
12/1/2019,3:05,1970
12/1/2019,5:05,1995
12/1/2019,7:05,2046
12/1/2019,9:05,1995
12/1/2019,11:05,1943
12/1/2019,13:05,2071
12/1/2019,15:05,1970
12/1/2019,17:05,2021
12/1/2019,19:05,1943
12/1/2019,21:05,1917
12/2/2019,1:05,1995
12/2/2019,5:05,1995
12/2/2019,7:05,1943
12/2/2019,9:05,1890
12/2/2019,11:20,1943
12/2/2019,13:10,1917
12/3/2019,5:05,2071
12/3/2019,7:05,2021
12/3/2019,9:05,1970
12/3/2019,11:05,1970
12/3/2019,13:05,2046
12/3/2019,15:05,1863
12/3/2019,17:05,2021
12/3/2019,19:05,1943
12/3/2019,23:05,2046
12/4/2019,1:05,2021
12/4/2019,3:05,1660
12/4/2019,5:05,2046
12/4/2019,7:05,2071
12/4/2019,9:05,2095
12/4/2019,11:05,2046
12/4/2019,13:05,1917
12/4/2019,15:05,1890
12/4/2019,17:05,2021
12/4/2019,21:05,2021
12/4/2019,23:05,1943
12/5/2019,1:05,1995
12/5/2019,3:05,2119
12/5/2019,7:05,2046
12/5/2019,9:05,1970
12/5/2019,11:05,2021
12/5/2019,13:05,1943
12/5/2019,17:05,1970
12/5/2019,19:05,1943
12/5/2019,21:05,1995
12/5/2019,23:05,2046
12/6/2019,1:05,2021
12/6/2019,3:05,1970
12/6/2019,5:05,1970
12/6/2019,7:05,1917
12/6/2019,9:05,1995
12/6/2019,11:05,1943
12/6/2019,13:05,2071
12/6/2019,15:05,1970
12/6/2019,17:05,1943
12/6/2019,21:05,1970
12/6/2019,23:05,1995
12/7/2019,1:15,2021
12/7/2019,3:05,1917
12/7/2019,11:05,2046
12/7/2019,15:05,1995
12/7/2019,17:05,2021
12/7/2019,19:05,1995
12/7/2019,21:05,2095
12/7/2019,23:15,2095
12/8/2019,3:05,2021
12/8/2019,5:05,2021
12/8/2019,7:05,2046
12/8/2019,9:05,1943
12/8/2019,11:05,2046
12/8/2019,13:05,2021
12/8/2019,15:05,2021
12/8/2019,17:05,1995
12/8/2019,19:05,2021
12/8/2019,21:05,2071
12/8/2019,23:15,1890
12/9/2019,1:05,2021
12/9/2019,3:05,2021
12/9/2019,5:05,2095
12/9/2019,7:05,2095
12/9/2019,13:25,1970
12/9/2019,15:05,1917
12/9/2019,17:05,2021
12/9/2019,19:05,1970
12/9/2019,21:06,2095
12/9/2019,23:05,1917
12/10/2019,1:05,1970
12/10/2019,3:20,2119
12/10/2019,5:05,2143
12/10/2019,7:05,1917
12/10/2019,9:05,1691
12/10/2019,11:05,1943
12/10/2019,13:05,2046
12/10/2019,15:05,1943
12/10/2019,17:05,1835
12/10/2019,19:05,1943
12/10/2019,21:05,2095
12/10/2019,23:05,2119
12/11/2019,1:05,2046
12/11/2019,5:05,1917
12/11/2019,7:05,1943
12/11/2019,9:05,1970
12/11/2019,11:05,1943
12/11/2019,15:05,2046
12/11/2019,17:05,1890
12/11/2019,19:05,1970
12/11/2019,21:05,1995
12/11/2019,23:05,1970
12/12/2019,1:05,2021
12/12/2019,3:05,2119
12/12/2019,5:05,1943
12/12/2019,7:05,1995
12/12/2019,11:05,1995
12/12/2019,13:05,2021
12/12/2019,17:05,1995
12/12/2019,19:05,2021
12/12/2019,21:05,1995
12/12/2019,23:30,1943
12/13/2019,1:05,1917
12/13/2019,3:05,1943
12/13/2019,5:05,2046
12/13/2019,7:05,1970
12/13/2019,9:05,2071
12/13/2019,11:05,2046
12/13/2019,13:05,2021
12/13/2019,15:05,1970
12/13/2019,17:05,1970
12/13/2019,21:05,2021
12/14/2019,1:05,1970
12/14/2019,3:05,1943
12/14/2019,5:20,2046
12/14/2019,7:05,2021
12/14/2019,9:05,1995
12/14/2019,11:05,1970
12/14/2019,13:05,1970
12/14/2019,15:05,1970
12/14/2019,17:15,1995
12/14/2019,19:05,2046
12/14/2019,21:05,1970
12/15/2019,1:05,2021
12/15/2019,3:05,1995
12/15/2019,5:05,2046
12/15/2019,7:05,2046
12/15/2019,9:05,1995
12/15/2019,11:05,1970
12/15/2019,13:05,1970
12/15/2019,15:05,1970
12/15/2019,17:05,1943
12/15/2019,19:05,1970
12/15/2019,21:05,1917
12/15/2019,23:15,2348
12/16/2019,1:05,1970
12/16/2019,3:05,2071
12/16/2019,5:05,2021
12/16/2019,7:05,2021
12/16/2019,9:05,1970
12/16/2019,11:05,1995
12/16/2019,13:05,2021
12/16/2019,15:20,2071
12/16/2019,17:05,2071
12/16/2019,19:15,2095
12/16/2019,21:05,2046
12/16/2019,23:05,2095
12/17/2019,1:05,2095
12/17/2019,3:05,1943
12/17/2019,5:05,2021
12/17/2019,7:05,2095
12/17/2019,13:05,2046
12/17/2019,15:05,1970
12/17/2019,17:05,2021
12/17/2019,19:05,1970
12/17/2019,21:05,2071
12/17/2019,23:10,2046
12/18/2019,1:05,2071
12/18/2019,3:05,2021
12/18/2019,5:05,2046
12/18/2019,7:05,2021
12/18/2019,9:05,2021
12/18/2019,13:05,2071
12/18/2019,15:05,2095
12/18/2019,17:05,2046
12/18/2019,19:05,1995
12/18/2019,21:05,2119
12/18/2019,23:05,2143
12/19/2019,1:05,1995
12/19/2019,3:05,2046
12/19/2019,5:05,2021
12/19/2019,7:05,1995
12/19/2019,13:05,2046
12/19/2019,15:05,1995
12/19/2019,17:05,2046
12/19/2019,19:05,2021
12/19/2019,21:05,2190
12/19/2019,23:05,2046
12/20/2019,1:05,1970
12/20/2019,3:05,2021
12/20/2019,5:05,1970
12/20/2019,7:05,2046
12/20/2019,9:05,2071
12/20/2019,11:05,2021
12/20/2019,13:05,2046
12/20/2019,15:05,2021
12/20/2019,17:05,1995
12/20/2019,19:05,2046
12/20/2019,21:05,2095
12/21/2019,1:05,1970
12/21/2019,3:05,2021
12/21/2019,5:05,2071
12/21/2019,11:05,2071
12/21/2019,15:05,2143
12/21/2019,17:05,1970
12/21/2019,19:05,2021
12/21/2019,21:05,2046
12/21/2019,23:05,2046
12/22/2019,1:05,1995
12/22/2019,3:05,2021
12/22/2019,5:05,1943
12/22/2019,9:05,1970
12/22/2019,13:05,2071
12/22/2019,15:05,1995
12/22/2019,17:05,2046
12/22/2019,19:05,2021
12/22/2019,21:20,1943
12/22/2019,23:05,2071
12/23/2019,1:05,2071
12/23/2019,3:05,1943
12/23/2019,5:05,2021
12/23/2019,9:05,1943
12/23/2019,11:05,1917
12/23/2019,13:05,2046
12/23/2019,15:05,2046
12/23/2019,17:05,1970
12/23/2019,19:05,2021
12/23/2019,21:05,2046
12/23/2019,23:05,2143
12/24/2019,1:05,2046
12/24/2019,5:05,2046
12/24/2019,7:05,1995
12/24/2019,9:05,2021
12/24/2019,11:05,1995
12/24/2019,13:05,2071
12/24/2019,15:05,2046
12/24/2019,17:05,2021
12/24/2019,19:05,1995
12/24/2019,21:05,2095
12/24/2019,23:05,1943
12/25/2019,1:05,1995
12/25/2019,5:05,2021
12/25/2019,7:05,2046
12/25/2019,9:05,2021
12/25/2019,11:05,1995
12/25/2019,13:05,2021
12/25/2019,15:05,2021
12/25/2019,17:05,1995
12/25/2019,19:05,2071
12/25/2019,21:05,1943
12/25/2019,23:05,1917
12/26/2019,1:05,1970
12/26/2019,3:05,2071
12/26/2019,5:05,2021
12/26/2019,7:05,1917
12/26/2019,9:05,2071
12/26/2019,11:05,1970
12/26/2019,13:05,1995
12/26/2019,15:20,1943
12/26/2019,19:05,1995
12/26/2019,21:05,1890
12/26/2019,23:05,1863
12/27/2019,1:05,1890
12/27/2019,3:05,1970
12/27/2019,5:05,1890
12/27/2019,7:05,1970
12/27/2019,9:05,1995
12/27/2019,11:05,2021
12/27/2019,13:05,1970
12/27/2019,15:05,1970
12/27/2019,17:05,1943
12/27/2019,19:05,1970
12/27/2019,21:05,1995
12/27/2019,23:05,1970
12/28/2019,1:05,1917
12/28/2019,3:05,1917
12/28/2019,5:05,1890
12/28/2019,7:05,1943
12/28/2019,11:05,1917
12/28/2019,13:05,1890
12/28/2019,15:05,1970
12/28/2019,17:05,1970
12/28/2019,19:05,1943
12/28/2019,21:05,1917
12/29/2019,1:05,1917
12/29/2019,5:05,1943
12/29/2019,7:05,1890
12/29/2019,9:05,1835
12/29/2019,11:05,1779
12/29/2019,15:05,1917
12/29/2019,17:05,1943
12/29/2019,19:05,2021
12/29/2019,21:05,1995
12/29/2019,23:20,1995
12/30/2019,1:05,1943
12/30/2019,3:05,1917
12/30/2019,5:05,2046
12/30/2019,7:05,1970
12/30/2019,9:05,2046
12/30/2019,11:05,2021
12/30/2019,13:05,1890
12/30/2019,15:05,1890
12/30/2019,17:05,1807
12/30/2019,19:05,1917
12/30/2019,23:05,2046
12/31/2019,1:05,2071
12/31/2019,3:05,2071
12/31/2019,5:05,2095
12/31/2019,7:05,2095
12/31/2019,9:05,1995
12/31/2019,11:05,2021
12/31/2019,13:05,1835
12/31/2019,15:05,1835
12/31/2019,17:05,1970
12/31/2019,19:05,1995
12/31/2019,21:05,1970
1/1/2020,1:05,2071
1/1/2020,3:05,2046
1/1/2020,5:05,2071
1/1/2020,7:05,2071
1/1/2020,11:05,2071
1/1/2020,13:05,2046
1/1/2020,15:05,2046
1/1/2020,17:05,2071
1/1/2020,19:05,2119
1/1/2020,21:05,1890
1/1/2020,23:05,1943
1/3/2020,19:05,1995
1/3/2020,21:05,1995
1/3/2020,23:05,2046
1/4/2020,3:05,2095
1/4/2020,5:05,2071
1/4/2020,7:05,2021
1/4/2020,23:05,2095
1/5/2020,1:05,1863
1/5/2020,3:05,2021
1/5/2020,7:05,1917
1/5/2020,9:15,1943
1/6/2020,13:05,1970
1/6/2020,15:05,1995
1/6/2020,17:05,1943
1/6/2020,19:05,1943
1/6/2020,23:05,2021
1/7/2020,1:05,1995
1/7/2020,5:05,1970
1/7/2020,7:05,1995
1/7/2020,9:05,1995
1/7/2020,23:05,1995
1/8/2020,3:05,2046
1/8/2020,5:05,1995
1/8/2020,7:05,1995
1/8/2020,9:05,1970
1/9/2020,1:05,1970
1/9/2020,3:05,1917
1/9/2020,5:05,1970
1/9/2020,7:05,1917
1/9/2020,11:05,2021
1/9/2020,15:05,1917
1/9/2020,17:05,1943
1/9/2020,19:05,1917
1/9/2020,21:05,1890
1/9/2020,23:05,2021
1/10/2020,1:05,2021
1/10/2020,3:05,1995
1/10/2020,5:00,2021
1/10/2020,7:05,2021
1/10/2020,9:05,1995
1/10/2020,11:05,1943
1/10/2020,13:05,1970
1/10/2020,15:05,1970
1/10/2020,17:05,1917
1/10/2020,19:05,1917
1/10/2020,21:05,1917
1/10/2020,23:05,2021
1/11/2020,1:05,1970
1/11/2020,3:05,1943
1/11/2020,7:05,1970
1/11/2020,9:05,1943
1/11/2020,11:05,1917
1/11/2020,13:05,1970
1/11/2020,17:05,1943
1/11/2020,19:05,1970
1/11/2020,21:05,1943
1/11/2020,23:20,1970
1/12/2020,1:05,1943
1/12/2020,3:05,1995
1/12/2020,5:05,1970
1/12/2020,7:05,1995
1/12/2020,9:10,1943
1/12/2020,13:05,1970
1/12/2020,17:05,2021
1/12/2020,21:05,1943
1/12/2020,23:05,2021
1/13/2020,1:05,1970
1/13/2020,3:05,1943
1/13/2020,7:05,1995
1/13/2020,11:05,1917
1/13/2020,13:05,2119
1/13/2020,15:05,2071
1/13/2020,17:05,2021
1/13/2020,19:05,2046
1/13/2020,21:05,2071
1/13/2020,23:30,2046
1/14/2020,15:05,1970
1/14/2020,17:05,2071
1/14/2020,19:15,2021
1/14/2020,21:05,1995
1/14/2020,23:05,1943
1/15/2020,1:05,1970
1/15/2020,3:05,1995
1/15/2020,9:05,1943
1/15/2020,11:05,1890
1/15/2020,13:05,1917
1/15/2020,17:05,1890
1/15/2020,19:05,1835
1/15/2020,21:05,1995
1/15/2020,23:05,1970
1/16/2020,1:05,2021
1/16/2020,9:05,1943
1/16/2020,11:05,1890
1/16/2020,15:05,1835
1/16/2020,17:05,1807
1/16/2020,19:05,1917
1/16/2020,21:05,2095
1/16/2020,23:05,2021
1/17/2020,1:05,2046
1/17/2020,5:05,1943
1/17/2020,7:05,2046
1/17/2020,9:05,1995
1/17/2020,11:05,2021
1/17/2020,13:05,1917
1/17/2020,15:05,2119
1/17/2020,17:05,1917
1/17/2020,19:05,2021
1/17/2020,21:05,2021
1/17/2020,23:05,2021
1/18/2020,1:05,2071
1/18/2020,3:05,2046
1/18/2020,5:05,2095
1/18/2020,9:05,2095
1/18/2020,11:05,2071
1/18/2020,13:05,2095
1/18/2020,15:15,2046
1/18/2020,17:05,1943
1/18/2020,19:05,1970
1/18/2020,21:10,2071
1/18/2020,23:05,1943
1/19/2020,1:05,1970
1/19/2020,3:05,2071
1/19/2020,5:05,2024
1/19/2020,7:12,1917
1/19/2020,9:05,1970
1/19/2020,11:05,2021
1/19/2020,13:05,2021
1/19/2020,15:05,1943
1/19/2020,17:05,1970
1/19/2020,19:05,2021
1/19/2020,21:05,1995
1/19/2020,23:05,2046
1/20/2020,1:05,2021
1/20/2020,3:05,2021
1/20/2020,5:05,1998
1/20/2020,7:05,1984
1/20/2020,9:05,1984
1/20/2020,13:05,1998
1/20/2020,15:05,2089
1/20/2020,17:05,1930
1/20/2020,21:05,1930
1/20/2020,23:05,1957
1/21/2020,1:05,1888
1/21/2020,3:05,1930
1/21/2020,5:05,2011
1/21/2020,7:05,2024
1/21/2020,9:05,2024
1/21/2020,13:05,2050
1/21/2020,15:05,1984
1/21/2020,17:10,1930
1/21/2020,19:05,2011
1/21/2020,21:05,1971
1/21/2020,23:05,1916
1/22/2020,1:05,1874
1/22/2020,3:05,1998
1/22/2020,5:05,2011
1/22/2020,7:05,2024
1/22/2020,13:05,1971
1/22/2020,15:05,1930
1/22/2020,17:05,1957
1/22/2020,19:05,1971
1/22/2020,21:05,2011
1/22/2020,23:05,1874
1/23/2020,1:05,1984
1/23/2020,3:05,1984
1/23/2020,5:05,1984
1/23/2020,7:05,1916
1/23/2020,9:05,2011
1/23/2020,11:05,1998
1/23/2020,13:05,1860
1/23/2020,15:05,1874
1/23/2020,17:05,1888
1/23/2020,19:05,1874
1/23/2020,21:05,2024
1/23/2020,23:05,1998
1/24/2020,1:05,2114
1/24/2020,3:05,1930
1/24/2020,5:05,1971
1/24/2020,7:05,2037
1/24/2020,9:05,1984
1/24/2020,11:05,1998
1/24/2020,13:15,1998
1/24/2020,15:05,2063
1/24/2020,17:05,1831
1/24/2020,19:05,1902
1/24/2020,21:05,1971
1/24/2020,23:05,1984
1/25/2020,1:05,1902
1/25/2020,3:05,1944
1/25/2020,5:05,1930
1/25/2020,7:05,1971
1/25/2020,11:05,1984
1/25/2020,13:05,1971
1/25/2020,17:05,1874
1/25/2020,19:05,1860
1/25/2020,21:05,1957
1/25/2020,23:05,1902
1/26/2020,1:05,1930
1/26/2020,3:05,1957
1/26/2020,5:05,1930
1/26/2020,7:05,1957
1/26/2020,9:05,1944
1/26/2020,13:05,1998
1/26/2020,15:05,1971
1/26/2020,17:05,1971
1/26/2020,19:05,1971
1/26/2020,21:10,2011
1/26/2020,23:05,2024
1/27/2020,1:05,2024
1/27/2020,5:15,1944
1/27/2020,7:05,1916
1/27/2020,9:15,2050
1/27/2020,11:05,1916
1/27/2020,13:05,2089
1/27/2020,15:05,2101
1/27/2020,17:05,1860
1/27/2020,19:05,1831
1/27/2020,21:05,1845
1/27/2020,23:05,1930
1/28/2020,3:05,1902
1/28/2020,5:05,1916
1/28/2020,7:05,1816
1/28/2020,11:05,1930
1/28/2020,13:05,1984
1/28/2020,17:05,1984
1/28/2020,21:05,1902
1/28/2020,23:05,1888
1/29/2020,1:05,1801
1/29/2020,3:05,1944
1/29/2020,5:05,1930
1/29/2020,7:05,1902
1/29/2020,11:05,1957
1/29/2020,13:05,2164
1/29/2020,15:05,1984
1/29/2020,19:05,1984
1/29/2020,21:05,2050
1/29/2020,23:15,2089
1/30/2020,1:05,2024
1/30/2020,3:05,2076
1/30/2020,7:05,2063
1/30/2020,17:05,1860
1/30/2020,19:05,1787
1/30/2020,21:10,1845
1/30/2020,23:05,1916
1/31/2020,1:05,1902
1/31/2020,5:05,1845
1/31/2020,7:05,1831
1/31/2020,9:05,1845
1/31/2020,13:05,1971
1/31/2020,15:15,1957
1/31/2020,17:15,1845
1/31/2020,19:15,1874
1/31/2020,21:15,1916
1/31/2020,23:15,1888
2/1/2020,3:05,1860
2/1/2020,5:05,1944
2/1/2020,7:20,1831
2/1/2020,9:05,1831
2/1/2020,11:05,1860
2/1/2020,13:05,1957
2/1/2020,15:05,1930
2/1/2020,17:05,1860
2/1/2020,19:05,1845
2/1/2020,21:05,1860
2/2/2020,1:05,1971
2/2/2020,5:05,1902
2/2/2020,7:05,1860
2/2/2020,11:05,1888
2/2/2020,13:05,1916
2/2/2020,15:05,2114
2/2/2020,17:05,1860
2/2/2020,19:05,1845
2/2/2020,21:05,1957
2/3/2020,1:05,1902
2/3/2020,3:05,1831
2/3/2020,5:05,1816
2/3/2020,7:05,1916
2/3/2020,9:05,1944
2/3/2020,11:05,1831
2/3/2020,13:05,1874
2/3/2020,15:05,1916
2/3/2020,21:05,1930
2/3/2020,23:05,1831
2/4/2020,1:05,1831
2/4/2020,3:05,1902
2/4/2020,7:05,1874
2/4/2020,9:05,1816
2/4/2020,11:05,1801
2/4/2020,13:05,1971
2/4/2020,17:05,1916
2/4/2020,19:05,1902
2/4/2020,21:05,1845
2/4/2020,23:05,1888
2/5/2020,1:05,1801
2/5/2020,5:05,1874
2/5/2020,7:05,1787
2/5/2020,9:05,1787
2/5/2020,11:05,1860
2/5/2020,13:05,1860
2/5/2020,17:05,1831
2/5/2020,19:05,1801
2/6/2020,5:05,1916
2/6/2020,7:05,1845
2/6/2020,11:05,1874
2/6/2020,13:05,1874
2/6/2020,15:05,1930
2/6/2020,17:05,1944
2/6/2020,19:05,1831
2/6/2020,21:05,1916
2/6/2020,23:05,1816
2/7/2020,1:05,1998
2/7/2020,3:05,1944
2/7/2020,5:05,1944
2/7/2020,7:05,1916
2/7/2020,9:05,2024
2/7/2020,13:05,2089
2/7/2020,15:05,2076
2/7/2020,17:05,1831
2/7/2020,19:12,1874
2/7/2020,21:05,1902
2/7/2020,23:05,1860
2/8/2020,1:05,1888
2/8/2020,3:05,1902
2/8/2020,5:15,1888
2/8/2020,7:05,1916
2/8/2020,9:05,1930
2/8/2020,11:05,1741
2/8/2020,13:05,1874
2/8/2020,15:05,1902
2/8/2020,17:05,1888
2/8/2020,19:05,1888
2/8/2020,21:05,1787
2/9/2020,1:05,1845
2/9/2020,5:05,1860
2/9/2020,7:05,1957
2/9/2020,9:05,1831
2/9/2020,11:05,1860
2/9/2020,13:05,1902
2/9/2020,15:05,1888
2/10/2020,11:05,1831
2/10/2020,13:05,1757
2/10/2020,15:05,1816
2/10/2020,17:05,1726
2/10/2020,19:05,1711
2/10/2020,21:05,1816
2/10/2020,23:15,1726
2/11/2020,1:05,1787
2/11/2020,3:05,1757
2/11/2020,5:05,1772
2/11/2020,7:05,1772
2/11/2020,9:05,1831
2/11/2020,11:05,1772
2/11/2020,13:05,1757
2/11/2020,15:05,1772
2/11/2020,17:10,1726
2/11/2020,19:05,1726
2/11/2020,21:05,1772
2/12/2020,1:05,1711
2/12/2020,3:05,1757
2/12/2020,5:05,1845
2/12/2020,7:05,1845
2/12/2020,9:05,1874
2/12/2020,11:05,1874
2/12/2020,15:05,1888
2/12/2020,17:05,1831
2/12/2020,19:05,1845
2/12/2020,21:05,1831
2/13/2020,1:15,1816
2/13/2020,3:05,1860
2/13/2020,5:05,1916
2/13/2020,9:05,1845
2/13/2020,11:05,1787
2/13/2020,13:05,1874
2/13/2020,15:05,1801
2/13/2020,17:05,1860
2/13/2020,19:05,1831
2/13/2020,21:05,1874
2/13/2020,23:05,1831
2/14/2020,1:05,1860
2/14/2020,3:05,1902
2/14/2020,5:25,1845
2/14/2020,7:05,1816
2/14/2020,9:05,1845
2/14/2020,13:05,1971
2/14/2020,17:05,1831
2/14/2020,19:05,1902
2/14/2020,21:05,1902
2/15/2020,1:05,1888
2/15/2020,5:05,1984
2/15/2020,7:05,1888
2/15/2020,11:05,1916
2/15/2020,13:05,1902
2/15/2020,15:05,1971
2/15/2020,17:05,1888
2/15/2020,19:05,2037
2/15/2020,21:05,1816
2/15/2020,23:00,1757
2/16/2020,1:05,1874
2/16/2020,3:05,1874
2/16/2020,5:05,1831
2/16/2020,7:05,1888
2/16/2020,9:05,1831
2/16/2020,13:05,1888
2/16/2020,15:05,1888
2/16/2020,17:05,1888
2/16/2020,19:05,1971
2/17/2020,1:05,1711
2/17/2020,3:05,1787
2/18/2020,1:05,1944
2/18/2020,3:05,2089
2/18/2020,5:05,1971
2/18/2020,9:05,1971
2/18/2020,13:05,1860
2/18/2020,15:05,1787
2/18/2020,17:05,1874
2/19/2020,1:05,1902
2/19/2020,3:15,1831
2/19/2020,7:05,1801
2/19/2020,9:05,1831
2/19/2020,11:05,1801
2/19/2020,15:05,1957
2/19/2020,17:05,1845
2/19/2020,19:05,1831
2/19/2020,21:05,1831
2/19/2020,23:15,1874
2/20/2020,1:05,1845
2/20/2020,3:05,1757
2/20/2020,5:15,1845
2/20/2020,7:05,1831
2/20/2020,9:05,1860
2/20/2020,11:05,1801
2/20/2020,13:05,1801
2/20/2020,15:05,1787
2/20/2020,17:15,1816
2/20/2020,19:05,1845
2/20/2020,21:05,1831
2/21/2020,1:05,1860
2/21/2020,3:05,1916
2/21/2020,5:05,1902
2/21/2020,7:05,1984
2/21/2020,9:05,1860
2/21/2020,11:05,2076
2/21/2020,13:05,2011
2/21/2020,15:15,1860
2/21/2020,17:05,1944
2/21/2020,19:05,1831
2/21/2020,21:05,1984
2/21/2020,23:05,1874
2/22/2020,1:05,1888
2/22/2020,5:05,1957
2/22/2020,7:05,1971
2/22/2020,9:05,1874
2/23/2020,5:05,1984
2/23/2020,9:05,1998
2/23/2020,11:05,2063
2/23/2020,13:05,2024
2/23/2020,15:05,2011
2/23/2020,17:05,2037
2/23/2020,19:05,2037
2/23/2020,21:05,1902
2/23/2020,23:05,1902
2/24/2020,1:05,1902
2/24/2020,3:05,1984
2/24/2020,5:05,1971
2/24/2020,7:05,1998
2/24/2020,9:05,1984
2/24/2020,11:05,1998
2/24/2020,13:05,1984
2/24/2020,15:05,1930
2/24/2020,17:05,1902
2/24/2020,19:05,1902
2/24/2020,21:05,1930
2/24/2020,23:05,1801
2/25/2020,1:05,1971
2/25/2020,3:05,1902
2/25/2020,5:05,1944
2/25/2020,9:05,1930
2/25/2020,11:05,1860
2/25/2020,15:15,1860
2/25/2020,17:05,1902
2/25/2020,19:05,1902
2/25/2020,21:05,1998
2/25/2020,23:05,2011
2/26/2020,1:05,1860
2/26/2020,3:05,1787
2/26/2020,5:05,1787
2/26/2020,9:05,1874
2/26/2020,11:05,1902
2/26/2020,21:15,1930
2/27/2020,3:05,1957
2/27/2020,5:15,2063
2/27/2020,7:05,2050
2/27/2020,13:05,1957
2/27/2020,15:05,1916
2/27/2020,17:10,1860
2/27/2020,21:05,1874
2/27/2020,23:05,1874
2/28/2020,1:05,1902
2/28/2020,3:05,1888
2/28/2020,5:05,1816
2/28/2020,7:05,1801
2/28/2020,9:05,1801
2/28/2020,11:05,1801
2/28/2020,13:05,1772
2/28/2020,15:05,1801
2/28/2020,17:05,2011
2/28/2020,19:05,1831
2/28/2020,21:05,1957
2/29/2020,1:05,1930
2/29/2020,3:05,1801
2/29/2020,5:05,1816
2/29/2020,7:05,1888
2/29/2020,11:25,1902
2/29/2020,13:05,1845
2/29/2020,15:05,1874
2/29/2020,17:05,1874
2/29/2020,19:05,1860
2/29/2020,21:05,1757
2/29/2020,23:05,1984
3/1/2020,1:15,1902
3/1/2020,3:05,1845
3/1/2020,5:05,1772
3/1/2020,7:15,1957
3/1/2020,9:05,2011
3/1/2020,11:15,2011
3/1/2020,15:05,2236
3/1/2020,17:05,1902
3/1/2020,19:05,1816
3/1/2020,21:05,2011
3/1/2020,23:05,1944
3/2/2020,1:05,1801
3/2/2020,3:15,1902
3/2/2020,5:05,1787
3/2/2020,9:05,2164
3/2/2020,11:05,1902
3/2/2020,13:05,1916
3/2/2020,15:05,1944
3/2/2020,17:05,1902
3/2/2020,21:05,1787
3/3/2020,1:05,1787
3/3/2020,3:05,1888
3/3/2020,5:05,1860
3/3/2020,7:05,1845
3/3/2020,9:05,1787
3/3/2020,11:05,1930
3/3/2020,13:05,1787
3/3/2020,15:05,1930
3/3/2020,17:05,1772
3/3/2020,19:05,1831
3/3/2020,21:05,1801
3/3/2020,23:05,1787
3/4/2020,1:05,1816
3/4/2020,3:15,1860
3/4/2020,5:05,1888
3/4/2020,7:05,1816
3/4/2020,9:05,1845
3/4/2020,11:05,1845
3/4/2020,13:05,1874
3/4/2020,15:05,1787
3/4/2020,17:05,1971
3/4/2020,19:05,1971
3/4/2020,21:05,1845
3/4/2020,23:05,1860
3/5/2020,1:10,1888
3/5/2020,5:05,1787
3/5/2020,9:05,1957
3/5/2020,11:05,1801
3/5/2020,15:05,1944
3/5/2020,17:05,1888
3/5/2020,19:05,1860
3/5/2020,21:05,1874
3/5/2020,23:05,1957
3/6/2020,1:05,1971
3/6/2020,5:05,1860
3/6/2020,7:05,1902
3/6/2020,17:05,1957
3/6/2020,21:05,1860
3/6/2020,23:05,2050
3/7/2020,1:05,1902
3/7/2020,3:05,1930
3/7/2020,5:05,1971
3/7/2020,7:05,1902
3/7/2020,19:05,1860
3/7/2020,21:05,1787
3/7/2020,23:05,1916
3/8/2020,1:05,1860
3/8/2020,3:05,1845
3/8/2020,5:05,1930
3/8/2020,7:05,2024
3/8/2020,9:05,2011
3/8/2020,11:05,1831
3/8/2020,13:05,1902
